position,position_bit,rider_name,rider_name_2,time,time_sec,speed,speed_bit,dist_km,date,event,category,location,format,note,bike,season,rider_name_first,rider_name_last,gender,rider_name_abbv
17,1,Neil Watt,N/A,00:24:39.0,1479,38.9,1,16,2017-12-05T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2017-18 Season,Neil,Watt,male,Neil W.
25,1,Andrew Davidson,N/A,00:24:39.0,1479,38.9,1,16,2019-03-26T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2018-19 Season,Andrew,Davidson,male,Andrew D.
12,1,Dennis Parker,N/A,00:24:40.0,1480,38.9,1,16,2020-02-25T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2019-20 Season,Dennis,Parker,male,Dennis P.
18,1,Harold Williams,N/A,00:24:40.0,1480,38.9,1,16,2019-02-26T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2018-19 Season,Harold,Williams,male,Harold W.
7,1,Bruce Stanton,N/A,00:28:51.0,1731,31.4,1,15,2018-11-04T00:00:00Z,CTTA and Paralympics TT,Solo,Loburn,TT,15km Course,TT,2018-19 Season,Bruce,Stanton,male,Bruce S.
22,1,Gareth Morgan,Sian Morgan,00:24:40.0,1480,38.9,1,16,2018-12-18T00:00:00Z,Tai Tapu - 2up TT,Team TT,Tai Tapu,Two Up TT,Standard course,TT,2018-19 Season,Gareth,Morgan,male,Gareth M.
14,1,Ben Hillery,N/A,00:24:40.0,1480,38.9,1,16,2018-03-13T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2017-18 Season,Ben,Hillery,male,Ben H.
17,1,Andrew Davidson,N/A,00:24:40.0,1480,38.9,1,16,2019-01-29T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2018-19 Season,Andrew,Davidson,male,Andrew D.
23,1,Nick Ross,N/A,00:24:40.0,1480,38.9,1,16,2017-10-17T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2017-18 Season,Nick,Ross,male,Nick R.
45,1,Julia Grant,N/A,00:24:40.0,1480,38.9,1,16,2019-02-12T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2018-19 Season,Julia,Grant,female,Julia G.
16,1,Dave Lawson,N/A,00:24:40.0,1480.032,38.9,1,16,2013-01-22T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Dave,Lawson,male,Dave L.
17,1,Sam Elstob,N/A,00:24:40.0,1480.032,38.9,1,16,2013-01-22T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Sam,Elstob,male,Sam E.
10,1,Bruce Stanton,N/A,00:16:44.0,1004.0000000000001,28.7,1,8,2018-10-23T00:00:00Z,Merckx TT,Solo,Tai Tapu,Merckx TT,Standard course,TT,2018-19 Season,Bruce,Stanton,male,Bruce S.
17,1,Blair Barnes-Page,N/A,00:24:41.0,1481,38.9,1,16,2019-12-10T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2019-20 Season,Blair,Barnes-Page,male,Blair B.
14,1,Blair Barnes-Page,N/A,00:24:41.0,1481,38.9,1,16,2019-11-12T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2019-20 Season,Blair,Barnes-Page,male,Blair B.
18,1,Harold Williams,N/A,00:24:41.0,1481,38.9,1,16,2019-01-29T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2018-19 Season,Harold,Williams,male,Harold W.
18,1,Ben Hillery,N/A,00:24:41.0,1481,38.9,1,16,2017-10-24T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2017-18 Season,Ben,Hillery,male,Ben H.
26,1,Ian Milne,N/A,00:24:41.0,1481,38.9,1,16,2013-11-12T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2013-14 Season,Ian,Milne,male,Ian M.
14,1,Mark Darvill,N/A,00:24:41.0,1481,38.9,1,16,2011-02-01T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2010-11 Season,Mark,Darvill,male,Mark D.
15,1,Tristin Hinz,N/A,00:24:42.0,1482,38.9,1,16,2019-10-08T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2019-20 Season,Tristin,Hinz,male,Tristin H.
28,1,Fiona Humpheson,N/A,00:24:42.0,1482,38.9,1,16,2019-02-12T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2018-19 Season,Fiona,Humpheson,female,Fiona H.
15,1,Carey Wood,N/A,00:24:42.0,1482,38.9,1,16,2018-02-27T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2017-18 Season,Carey,Wood,male,Carey W.
22,1,Andrew Villazon,N/A,00:24:42.0,1482,38.9,1,16,2018-12-04T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2018-19 Season,Andrew,Villazon,male,Andrew V.
27,1,Andy Timmings,N/A,00:24:42.0,1482,38.9,1,16,2013-11-12T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2013-14 Season,Andy,Timmings,male,Andy T.
12,1,John De Garnham,N/A,00:24:42.0,1482,38.9,1,16,2011-08-01T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2011-12 Season,John,De Garnham,male,John D.
2,1,John Douglas,N/A,00:24:42.0,1482,38.9,1,16,2010-11-30T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2010-11 Season,John,Douglas,male,John D.
17,1,Tim Raw,N/A,00:24:43.0,1483,38.8,1,16,2021-03-23T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2020-21 Season,Tim,Raw,male,Tim R.
13,1,Tim Raw,N/A,00:24:43.0,1483,38.8,1,16,2020-02-25T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2019-20 Season,Tim,Raw,male,Tim R.
18,1,Hannah Bartram,N/A,00:24:43.0,1483,38.8,1,16,2018-11-13T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2018-19 Season,Hannah,Bartram,female,Hannah B.
26,1,Andrew McKean,N/A,00:24:43.0,1483,38.8,1,16,2019-02-19T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2018-19 Season,Andrew,McKean,male,Andrew M.
4,1,Bruce Stanton,N/A,00:16:28.0,988,29.2,1,8,2018-10-16T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2018-19 Season,Bruce,Stanton,male,Bruce S.
20,1,Martin O'Brien,N/A,00:24:44.0,1483.9999999999998,38.8,1,16,2021-01-26T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2020-21 Season,Martin,O'Brien,male,Martin O.
9,1,Harold Williams,N/A,00:24:44.0,1483.9999999999998,38.8,1,16,2020-12-08T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2020-21 Season,Harold,Williams,male,Harold W.
10,1,Martin O'Brien,N/A,00:24:44.0,1483.9999999999998,38.8,1,16,2020-12-08T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2020-21 Season,Martin,O'Brien,male,Martin O.
4,1,Bruce Stanton,N/A,00:16:19.0,979,29.4,1,8,2018-03-21T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2017-18 Season,Bruce,Stanton,male,Bruce S.
19,1,Brent Mcmeckine,N/A,00:24:44.0,1483.9999999999998,38.8,1,16,2020-02-18T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2019-20 Season,Brent,Mcmeckine,male,Brent M.
26,1,Harold Williams,N/A,00:24:44.0,1483.9999999999998,38.8,1,16,2019-03-26T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2018-19 Season,Harold,Williams,male,Harold W.
20,1,Emma Smith,N/A,00:24:44.0,1483.9999999999998,38.8,1,16,2019-02-05T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2018-19 Season,Emma,Smith,female,Emma S.
14,1,Dennis Parker,N/A,00:24:44.0,1483.9999999999998,38.8,1,16,2018-01-23T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2017-18 Season,Dennis,Parker,male,Dennis P.
14,1,Cameron Crawford,N/A,00:24:45.0,1484.9999999999998,38.8,1,16,2020-11-10T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2020-21 Season,Cameron,Crawford,male,Cameron C.
18,1,Dennis Parker,N/A,00:24:45.0,1484.9999999999998,38.8,1,16,2020-01-21T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2019-20 Season,Dennis,Parker,male,Dennis P.
27,1,Harold Williams,N/A,00:24:45.0,1484.9999999999998,38.8,1,16,2019-03-19T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2018-19 Season,Harold,Williams,male,Harold W.
15,1,Harold Williams,N/A,00:24:45.0,1484.9999999999998,38.8,1,16,2018-01-23T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2017-18 Season,Harold,Williams,male,Harold W.
13,1,Harley Peddie,N/A,00:24:45.0,1484.9999999999998,38.8,1,16,2017-12-12T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2017-18 Season,Harley,Peddie,male,Harley P.
14,1,Harold Williams,N/A,00:24:45.0,1484.9999999999998,38.8,1,16,2017-12-12T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2017-18 Season,Harold,Williams,male,Harold W.
18,1,Rob Blackburne,N/A,00:24:45.0,1484.9999999999998,38.8,1,16,2017-12-05T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2017-18 Season,Rob,Blackburne,male,Rob B.
28,1,Andrew Davidson,N/A,00:24:45.0,1484.9999999999998,38.8,1,16,2019-03-19T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2018-19 Season,Andrew,Davidson,male,Andrew D.
14,1,Andrew McKean,N/A,00:24:45.0,1484.9999999999998,38.8,1,16,2020-02-11T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2019-20 Season,Andrew,McKean,male,Andrew M.
17,1,Harold Williams,N/A,00:24:45.0,1484.9999999999998,38.8,1,16,2017-10-10T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2017-18 Season,Harold,Williams,male,Harold W.
3,1,Bruce Stanton,N/A,00:15:59.0,959.0000000000001,30,1,8,2018-01-23T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2017-18 Season,Bruce,Stanton,male,Bruce S.
19,1,Andrew McKean,N/A,00:24:45.0,1484.9999999999998,38.8,1,16,2019-01-29T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2018-19 Season,Andrew,McKean,male,Andrew M.
16,1,Andy Airey,N/A,00:24:46.0,1485.9999999999998,38.8,1,16,2021-03-16T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2020-21 Season,Andy,Airey,male,Andy A.
21,1,William Findlay,N/A,00:24:46.0,1485.9999999999998,38.8,1,16,2021-01-26T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2020-21 Season,William,Findlay,male,William F.
14,1,Harold Williams,N/A,00:24:46.0,1485.9999999999998,38.8,1,16,2020-12-15T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2020-21 Season,Harold,Williams,male,Harold W.
18,1,Dennis Parker,N/A,00:24:46.0,1485.9999999999998,38.8,1,16,2017-10-10T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2017-18 Season,Dennis,Parker,male,Dennis P.
26,1,Bill McSweeney,N/A,00:24:46.0,1485.9999999999998,38.8,1,16,2013-11-05T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2013-14 Season,Bill,McSweeney,male,Bill M.
6,1,Murray Carter,N/A,00:24:46.0,1485.9999999999998,38.8,1,16,2010-12-07T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2010-11 Season,Murray,Carter,male,Murray C.
15,1,Carey Wood,N/A,00:24:47.0,1487,38.7,1,16,2021-02-02T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2020-21 Season,Carey,Wood,male,Carey W.
5,1,Blair Barnes-Page,N/A,00:24:47.0,1487,38.7,1,16,2020-10-27T00:00:00Z,Merckx TT,Solo,Tai Tapu,Merckx TT,Standard course,TT,2020-21 Season,Blair,Barnes-Page,male,Blair B.
18,1,Martin O'Brien,N/A,00:24:47.0,1487,38.7,1,16,2019-12-10T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2019-20 Season,Martin,O'Brien,male,Martin O.
15,1,Chad Adair,N/A,00:24:47.0,1487,38.7,1,16,2019-11-12T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2019-20 Season,Chad,Adair,male,Chad A.
16,1,David Plew,N/A,00:24:47.0,1487,38.7,1,16,2019-10-15T00:00:00Z,Merckx TT,Solo,Tai Tapu,Merckx TT,Standard course,TT,2019-20 Season,David,Plew,male,David P.
17,1,Sara Harnett,N/A,00:24:47.0,1487,38.7,1,16,2019-10-15T00:00:00Z,Merckx TT,Solo,Tai Tapu,Merckx TT,Standard course,TT,2019-20 Season,Sara,Harnett,female,Sara H.
29,1,Martin O'Brien,N/A,00:24:47.0,1487,38.7,1,16,2019-02-12T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2018-19 Season,Martin,O'Brien,male,Martin O.
30,1,Liam Seeley,N/A,00:24:47.0,1487,38.7,1,16,2019-02-12T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2018-19 Season,Liam,Seeley,male,Liam S.
17,1,Luke Price,N/A,00:24:47.0,1487,38.7,1,16,2017-12-28T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2017-18 Season,Luke,Price,male,Luke P.
26,1,Sara Harnett,N/A,00:24:47.0,1487,38.7,1,16,2017-10-31T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2017-18 Season,Sara,Harnett,female,Sara H.
3,1,Bruce Stanton,N/A,00:15:24.0,924,31.2,1,8,2017-12-12T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2017-18 Season,Bruce,Stanton,male,Bruce S.
16,1,Michael Audeau,N/A,00:24:48.0,1488,38.7,1,16,2020-12-22T00:00:00Z,Tai Tapu - 2up TT,Solo,Tai Tapu,TT,Standard course,TT,2020-21 Season,Michael,Audeau,male,Michael A.
16,1,Martin O'Brien,N/A,00:24:48.0,1488,38.7,1,16,2019-10-08T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2019-20 Season,Martin,O'Brien,male,Martin O.
23,1,Scott Wilder,N/A,00:24:48.0,1488,38.7,1,16,2019-03-12T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2018-19 Season,Scott,Wilder,male,Scott W.
19,1,Sara Harnett,N/A,00:24:48.0,1488,38.7,1,16,2017-12-05T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2017-18 Season,Sara,Harnett,female,Sara H.
16,1,Andrew McKean,N/A,00:24:48.0,1488,38.7,1,16,2018-02-27T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2017-18 Season,Andrew,McKean,male,Andrew M.
11,1,Darran Humpheson,N/A,00:24:48.0,1488,38.7,1,16,2014-10-07T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2014-15 Season,Darran,Humpheson,male,Darran H.
10,1,Tim Raw,N/A,00:24:49.0,1489,38.7,1,16,2021-02-16T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2020-21 Season,Tim,Raw,male,Tim R.
16,1,Carey Wood,N/A,00:24:49.0,1489,38.7,1,16,2019-11-12T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2019-20 Season,Carey,Wood,male,Carey W.
24,1,Fiona Humpheson,N/A,00:24:49.0,1489,38.7,1,16,2019-03-12T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2018-19 Season,Fiona,Humpheson,female,Fiona H.
27,1,Emma Smith,N/A,00:24:49.0,1489,38.7,1,16,2019-02-19T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2018-19 Season,Emma,Smith,female,Emma S.
10,1,Tim Hollobon,N/A,00:24:49.0,1489,38.7,1,16,2018-10-23T00:00:00Z,Merckx TT,Solo,Tai Tapu,Merckx TT,Standard course,TT,2018-19 Season,Tim,Hollobon,male,Tim H.
19,1,Neil Watt,N/A,00:24:49.0,1489,38.7,1,16,2017-11-07T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2017-18 Season,Neil,Watt,male,Neil W.
18,1,Murray Carter,N/A,00:24:49.0,1489.0176,38.7,1,16,2013-01-22T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Murray,Carter,male,Murray C.
15,1,Tim Raw,N/A,00:24:50.0,1490,38.6,1,16,2020-11-10T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2020-21 Season,Tim,Raw,male,Tim R.
10,1,Paul McLachlan,N/A,00:24:50.0,1490,38.7,1,16,2020-03-17T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2019-20 Season,Paul,McLachlan,male,Paul M.
27,1,Sara Harnett,N/A,00:24:50.0,1490,38.6,1,16,2020-01-28T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2019-20 Season,Sara,Harnett,female,Sara H.
27,1,Dan Collis,N/A,00:24:50.0,1490,38.7,1,16,2013-11-05T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2013-14 Season,Dan,Collis,male,Dan C.
28,1,Andy Timmings,N/A,00:24:50.0,1490,38.7,1,16,2013-11-05T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2013-14 Season,Andy,Timmings,male,Andy T.
22,1,Andy Timmings,N/A,00:24:51.0,1491.0000000000002,38.6,1,16,2021-01-26T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2020-21 Season,Andy,Timmings,male,Andy T.
23,1,Simon Yeadon,N/A,00:24:51.0,1491.0000000000002,38.6,1,16,2021-01-26T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2020-21 Season,Simon,Yeadon,male,Simon Y.
17,1,Tim Hollobon,N/A,00:24:51.0,1491.0000000000002,38.6,1,16,2019-10-08T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2019-20 Season,Tim,Hollobon,male,Tim H.
21,1,Chris Thompson,N/A,00:24:51.0,1491.0000000000002,38.6,1,16,2019-02-05T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2018-19 Season,Chris,Thompson,male,Chris T.
12,1,Michael Audeau,N/A,00:24:51.0,1491.0000000000002,38.6,1,16,2018-11-06T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2018-19 Season,Michael,Audeau,male,Michael A.
13,1,Jeremy Inglis,N/A,00:24:51.0,1491.0000000000002,38.6,1,16,2011-08-01T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2011-12 Season,Jeremy,Inglis,male,Jeremy I.
5,1,Bruce Stanton,N/A,00:16:18.0,978,29.4,1,8,2017-12-05T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2017-18 Season,Bruce,Stanton,male,Bruce S.
19,1,Bill McSweeney,N/A,00:24:51.0,1491.0048000000002,38.6,1,16,2013-01-22T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Bill,McSweeney,male,Bill M.
14,1,Sara Harnett,N/A,00:24:52.0,1492.0000000000002,38.6,1,16,2020-02-25T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2019-20 Season,Sara,Harnett,female,Sara H.
19,1,Hannah Bartram,N/A,00:24:52.0,1492.0000000000002,38.6,1,16,2020-01-21T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2019-20 Season,Hannah,Bartram,female,Hannah B.
29,1,Dennis Parker,N/A,00:24:52.0,1492.0000000000002,38.6,1,16,2019-03-19T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2018-19 Season,Dennis,Parker,male,Dennis P.
19,1,Fiona Humpheson,N/A,00:24:52.0,1492.0000000000002,38.6,1,16,2019-02-26T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2018-19 Season,Fiona,Humpheson,female,Fiona H.
20,1,Dennis Parker,N/A,00:24:52.0,1492.0000000000002,38.6,1,16,2019-02-26T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2018-19 Season,Dennis,Parker,male,Dennis P.
15,1,Ben Cannon,N/A,00:24:52.0,1492.0000000000002,38.6,1,16,2017-12-12T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2017-18 Season,Ben,Cannon,male,Ben C.
28,1,Richard Quested,N/A,00:24:52.0,1492.0000000000002,38.6,1,16,2013-11-12T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2013-14 Season,Richard,Quested,male,Richard Q.
15,1,John De Garnham,N/A,00:24:52.0,1492.0000000000002,38.6,1,16,2011-02-01T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2010-11 Season,John,De Garnham,male,John D.
16,1,Ron Pithie,N/A,00:24:53.0,1493,38.6,1,16,2021-02-02T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2020-21 Season,Ron,Pithie,male,Ron P.
15,1,Sara Harnett,N/A,00:24:53.0,1493,38.6,1,16,2020-02-11T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2019-20 Season,Sara,Harnett,female,Sara H.
25,1,David Fitch,N/A,00:24:53.0,1493,38.6,1,16,2019-03-12T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2018-19 Season,David,Fitch,male,David F.
29,1,Craig Hamilton,N/A,00:24:53.0,1493,38.6,1,16,2013-11-12T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2013-14 Season,Craig,Hamilton,male,Craig H.
16,1,Bruce Stanton,N/A,00:29:31.0,1771,30.5,1,15,2017-11-12T00:00:00Z,CTTA and Paralympics TT,Solo,Loburn,TT,15km Course,TT,2017-18 Season,Bruce,Stanton,male,Bruce S.
20,1,Brent Cowie,N/A,00:24:53.0,1493,38.6,1,16,2012-03-20T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2011-12 Season,Brent,Cowie,male,Brent C.
17,1,Tim Raw,N/A,00:24:54.0,1494,38.6,1,16,2020-11-17T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2020-21 Season,Tim,Raw,male,Tim R.
18,1,Rhys Bowen,N/A,00:24:54.0,1494,38.6,1,16,2020-11-17T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2020-21 Season,Rhys,Bowen,male,Rhys B.
11,1,Harold Williams,N/A,00:24:54.0,1494,38.6,1,16,2020-10-20T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2020-21 Season,Harold,Williams,male,Harold W.
16,1,Paul McLachlan,N/A,00:24:54.0,1494,38.5,1,16,2020-02-11T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2019-20 Season,Paul,McLachlan,male,Paul M.
19,1,Sara Harnett,N/A,00:24:54.0,1494,38.5,1,16,2018-11-13T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2018-19 Season,Sara,Harnett,female,Sara H.
30,1,Matt Sumner,N/A,00:24:54.0,1494,38.6,1,16,2013-11-12T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2013-14 Season,Matt,Sumner,male,Matt S.
13,1,Matt Penney,N/A,00:24:55.0,1495,38.5,1,16,2020-02-04T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2019-20 Season,Matt,Penney,male,Matt P.
28,1,Blair Barnes-Page,N/A,00:24:55.0,1495,38.5,1,16,2020-01-28T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2019-20 Season,Blair,Barnes-Page,male,Blair B.
27,1,Scott Wilder,N/A,00:24:55.0,1495,38.5,1,16,2019-03-26T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2018-19 Season,Scott,Wilder,male,Scott W.
23,1,Tony Fowler,N/A,00:24:55.0,1495,38.5,1,16,2018-12-04T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2018-19 Season,Tony,Fowler,male,Tony F.
24,1,Johannes Vogl,N/A,00:24:55.0,1495,38.5,1,16,2018-12-04T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2018-19 Season,Johannes,Vogl,male,Johannes V.
9,1,Harold Williams,N/A,00:24:55.0,1495,38.5,1,16,2018-10-16T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2018-19 Season,Harold,Williams,male,Harold W.
10,1,Mikaere Greenslade,N/A,00:24:55.0,1495,38.5,1,16,2018-10-16T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2018-19 Season,Mikaere,Greenslade,male,Mikaere G.
21,1,Dennis Parker,N/A,00:24:55.0,1495,38.5,1,16,2017-11-21T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2017-18 Season,Dennis,Parker,male,Dennis P.
9,1,Christopher Andrews,N/A,00:24:55.0,1495,38.5,1,16,2019-10-15T00:00:00Z,Merckx TT,Solo,Tai Tapu,Merckx TT,Standard course,TT,2019-20 Season,Christopher,Andrews,male,Christopher A.
17,1,Tim Raw,N/A,00:24:56.0,1496,38.5,1,16,2021-02-02T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2020-21 Season,Tim,Raw,male,Tim R.
18,1,Harold Williams,N/A,00:24:56.0,1496,38.5,1,16,2021-02-02T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2020-21 Season,Harold,Williams,male,Harold W.
