position,position_bit,rider_name,rider_name_2,time,time_sec,speed,speed_bit,dist_km,date,event,category,location,format,note,bike,season,rider_name_first,rider_name_last,gender,rider_name_abbv
32,0,Allister Davies         ,N/A,00:25:24.0,1524.0000000000095,37.8,0,16,2012-10-16T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Allister,Davies         ,male,Allister D.
33,0,Alice Hay,N/A,00:25:24.0,1524.0000000000095,37.8,0,16,2012-10-16T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Alice,Hay,female,Alice H.
34,0,Andy Timmings,N/A,00:25:29.0,1528.9999999999775,37.7,0,16,2012-10-16T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Andy,Timmings,male,Andy T.
35,0,Peter O'Brien,N/A,00:25:33.0,1533.0000000000384,37.6,0,16,2012-10-16T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Peter,O'Brien,male,Peter O.
36,0,Greg Cayford,N/A,00:25:33.0,1533.0000000000384,37.6,0,16,2012-10-16T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Greg,Cayford,male,Greg C.
37,0,Tim Hollobon,N/A,00:25:33.0,1533.0000000000384,37.6,0,16,2012-10-16T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Tim,Hollobon,male,Tim H.
38,0,Rod Hogarth,N/A,00:25:38.0,1538.0000000000066,37.5,0,16,2012-10-16T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Rod,Hogarth,male,Rod H.
39,0,Nick Grant,N/A,00:25:50.0,1550.000000000016,37.2,0,16,2012-10-16T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Nick,Grant,male,Nick G.
40,0,Ant Smit,N/A,00:25:55.0,1554.9999999999839,37,0,16,2012-10-16T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Ant,Smit,male,Ant S.
41,0,Aaron Platt,N/A,00:25:57.0,1556.9999999999711,37,0,16,2012-10-16T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Aaron,Platt,male,Aaron P.
42,0,Tanya Merchant,N/A,00:26:14.0,1574.0000000000352,36.6,0,16,2012-10-16T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Tanya,Merchant,female,Tanya M.
43,0,Ron Keeble,N/A,00:26:15.0,1575.0000000000289,36.6,0,16,2012-10-16T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Ron,Keeble,male,Ron K.
44,0,Paul Thorne,N/A,00:26:19.0,1579.0000000000032,36.5,0,16,2012-10-16T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Paul,Thorne,male,Paul T.
45,0,Sharon Prutton,N/A,00:26:19.0,1579.0000000000032,36.5,0,16,2012-10-16T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Sharon,Prutton,female,Sharon P.
46,0,Leigh Parsons,N/A,00:26:27.0,1587.0000000000387,36.3,0,16,2012-10-16T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Leigh,Parsons,male,Leigh P.
47,0,Rob Brand,N/A,00:26:28.0,1588.0000000000318,36.3,0,16,2012-10-16T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Rob,Brand,male,Rob B.
48,0,John O'Donnell,N/A,00:26:37.0,1596.9999999999743,36.1,0,16,2012-10-16T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,John,O'Donnell,male,John O.
49,0,Lizzie Spence,N/A,00:26:52.0,1611.999999999965,35.7,0,16,2012-10-16T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Lizzie,Spence,female,Lizzie S.
50,0,Mike Jones,N/A,00:26:55.0,1615.0000000000318,35.7,0,16,2012-10-16T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Mike,Jones,male,Mike J.
51,0,Dan Collis,N/A,00:27:04.0,1623.9999999999743,35.5,0,16,2012-10-16T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Dan,Collis,male,Dan C.
52,0,Bruce Murray,N/A,00:27:08.0,1628.0000000000352,35.4,0,16,2012-10-16T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Bruce,Murray,male,Bruce M.
53,0,Kevin Searle,N/A,00:27:09.0,1629.0000000000289,35.4,0,16,2012-10-16T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Kevin,Searle,male,Kevin S.
54,0,Joshua Smith,N/A,00:27:17.0,1636.9999999999777,35.2,0,16,2012-10-16T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Joshua,Smith,male,Joshua S.
55,0,Ray McKenzie,N/A,00:27:17.0,1636.9999999999777,35.2,0,16,2012-10-16T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Ray,McKenzie,male,Ray M.
56,0,Kerry Newton,N/A,00:27:28.0,1647.9999999999936,35,0,16,2012-10-16T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Kerry,Newton,female,Kerry N.
57,0,Richard Milsom,N/A,00:27:39.0,1659.0000000000095,34.7,0,16,2012-10-16T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Richard,Milsom,male,Richard M.
58,0,Malcolm Thornton,N/A,00:27:54.0,1674,34.4,0,16,2012-10-16T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Malcolm,Thornton,male,Malcolm T.
59,0,Tui Summers,N/A,00:27:58.0,1677.9999999999743,34.3,0,16,2012-10-16T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Tui,Summers,male,Tui S.
60,0,Ian Lambley,N/A,00:28:08.0,1687.9999999999966,34.1,0,16,2012-10-16T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Ian,Lambley,male,Ian L.
61,0,Leanne Feary,N/A,00:28:10.0,1689.999999999984,34.1,0,16,2012-10-16T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Leanne,Feary,female,Leanne F.
62,0,Sue Lazar,N/A,00:28:22.0,1701.9999999999936,33.8,0,16,2012-10-16T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Sue,Lazar,female,Sue L.
63,0,Margaret Wood,N/A,00:28:45.0,1725.000000000019,33.4,0,16,2012-10-16T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Margaret,Wood,female,Margaret W.
64,0,Alice Grubb,N/A,00:28:54.0,1733.9999999999618,33.2,0,16,2012-10-16T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Alice,Grubb,female,Alice G.
65,0,Nadine Voice,N/A,00:29:06.0,1745.9999999999711,33,0,16,2012-10-16T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Nadine,Voice,female,Nadine V.
66,0,Alice Bennett,N/A,00:29:18.0,1757.9999999999807,32.8,0,16,2012-10-16T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Alice,Bennett,female,Alice B.
67,0,Christine Lambley,N/A,00:29:33.0,1772.9999999999711,32.5,0,16,2012-10-16T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Christine,Lambley,female,Christine L.
68,0,Pam Hogarth,N/A,00:29:36.0,1776.0000000000384,32.4,0,16,2012-10-16T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Pam,Hogarth,female,Pam H.
69,0,Natasha Dickison,N/A,00:29:53.0,1793.0000000000161,32.1,0,16,2012-10-16T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Natasha,Dickison,female,Natasha D.
70,0,Jared Pidcock,N/A,00:29:55.0,1795.0000000000032,32.1,0,16,2012-10-16T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Jared,Pidcock,male,Jared P.
71,0,Emily Wood,N/A,00:29:57.0,1796.9999999999905,32.1,0,16,2012-10-16T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Emily,Wood,female,Emily W.
72,0,Trish Jones,N/A,00:31:03.0,1862.9999999999998,30.9,0,16,2012-10-16T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Trish,Jones,female,Trish J.
73,0,Sarah Ownsworth,N/A,00:31:11.0,1871.0000000000352,30.8,0,16,2012-10-16T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Sarah,Ownsworth,female,Sarah O.
74,0,Paul Cunningham,N/A,00:31:41.0,1901.000000000016,30.3,0,16,2012-10-16T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Paul,Cunningham,male,Paul C.
75,0,Sarah McLeod,N/A,00:32:00.0,1919.999999999981,30,0,16,2012-10-16T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Sarah,McLeod,female,Sarah M.
76,0,Jessica Ownsworth,N/A,00:40:18.0,2417.9999999999905,23.8,0,16,2012-10-16T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Jessica,Ownsworth,female,Jessica O.
1,0,Steve Flanagan,N/A,00:22:17.0,1336.9999999999968,43.1,0,16,2012-10-23T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Steve,Flanagan,male,Steve F.
2,0,Tony Gibson,N/A,00:22:47.0,1366.9999999999777,42.1,0,16,2012-10-23T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Tony,Gibson,male,Tony G.
3,0,Jake Marryatt,N/A,00:23:07.0,1387.0000000000223,41.5,0,16,2012-10-23T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Jake,Marryatt,male,Jake M.
4,0,Mark Forsey,N/A,00:23:32.0,1412.000000000035,40.8,0,16,2012-10-23T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Mark,Forsey,male,Mark F.
5,0,Kevin Lawler,N/A,00:23:40.0,1419.999999999984,40.6,0,16,2012-10-23T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Kevin,Lawler,male,Kevin L.
6,0,Carey Wood,N/A,00:23:46.0,1426.000000000032,40.4,0,16,2012-10-23T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Carey,Wood,male,Carey W.
7,0,Craig Hamilton,N/A,00:24:00.0,1440.0000000000286,40,0,16,2012-10-23T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Craig,Hamilton,male,Craig H.
8,0,Nick Jones,N/A,00:24:14.0,1454.0000000000257,39.6,0,16,2012-10-23T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Nick,Jones,male,Nick J.
9,0,Annaliisa Farrell,N/A,00:24:19.0,1458.9999999999934,39.5,0,16,2012-10-23T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Annaliisa,Farrell,female,Annaliisa F.
10,0,Craig Best,N/A,00:24:30.0,1470.0000000000095,39.2,0,16,2012-10-23T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Craig,Best,male,Craig B.
11,0,Chris Hutchinson,N/A,00:24:48.0,1487.999999999981,38.7,0,16,2012-10-23T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Chris,Hutchinson,male,Chris H.
12,0,Ian Milne,N/A,00:24:52.0,1491.9999999999552,38.6,0,16,2012-10-23T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Ian,Milne,male,Ian M.
13,0,Neil Watt,N/A,00:25:06.0,1506.0000000000384,38.2,0,16,2012-10-23T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Neil,Watt,male,Neil W.
14,0,Stewart Ford,N/A,00:25:16.0,1515.9999999999745,38,0,16,2012-10-23T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Stewart,Ford,male,Stewart F.
15,0,Chris Jordan,N/A,00:25:30.0,1529.9999999999711,37.6,0,16,2012-10-23T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Chris,Jordan,male,Chris J.
16,0,Mark Darvill,N/A,00:25:32.0,1532.0000000000448,37.6,0,16,2012-10-23T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Mark,Darvill,male,Mark D.
17,0,Tim Hollobon,N/A,00:25:38.0,1538.0000000000066,37.5,0,16,2012-10-23T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Tim,Hollobon,male,Tim H.
18,0,Bruce Milne,N/A,00:25:48.0,1548.0000000000289,37.2,0,16,2012-10-23T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Bruce,Milne,male,Bruce M.
19,0,Andrew Allan,N/A,00:25:50.0,1550.000000000016,37.2,0,16,2012-10-23T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Andrew,Allan,male,Andrew A.
20,0,Aaron Platt,N/A,00:25:52.0,1552.0000000000032,37.1,0,16,2012-10-23T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Aaron,Platt,male,Aaron P.
21,0,Rod Hogarth,N/A,00:26:10.0,1569.9999999999745,36.7,0,16,2012-10-23T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Rod,Hogarth,male,Rod H.
22,0,Nick Grant,N/A,00:26:13.0,1572.9999999999552,36.6,0,16,2012-10-23T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Nick,Grant,male,Nick G.
23,0,Tracy Clark,N/A,00:26:24.0,1583.9999999999711,36.4,0,16,2012-10-23T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Tracy,Clark,female,Tracy C.
24,0,John O'Donnell,N/A,00:26:29.0,1589.0000000000255,36.2,0,16,2012-10-23T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,John,O'Donnell,male,John O.
25,0,Mark Sanders,N/A,00:26:30.0,1590.0000000000193,36.2,0,16,2012-10-23T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Mark,Sanders,male,Mark S.
26,0,Paul Thorne,N/A,00:26:30.0,1590.0000000000193,36.2,0,16,2012-10-23T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Paul,Thorne,male,Paul T.
27,0,Mary Jones,N/A,00:26:56.0,1616.0000000000257,35.6,0,16,2012-10-23T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Mary,Jones,female,Mary J.
28,0,Wayne Wardell,N/A,00:26:56.0,1616.0000000000257,35.6,0,16,2012-10-23T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Wayne,Wardell,male,Wayne W.
29,0,Charlotte Hand,N/A,00:27:24.0,1644.0000000000193,35,0,16,2012-10-23T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Charlotte,Hand,female,Charlotte H.
30,0,Joshua Smith,N/A,00:27:31.0,1650.9999999999743,34.9,0,16,2012-10-23T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Joshua,Smith,male,Joshua S.
31,0,Rob Brand,N/A,00:27:33.0,1652.9999999999616,34.8,0,16,2012-10-23T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Rob,Brand,male,Rob B.
32,0,Russell Ownsworth,N/A,00:27:39.0,1659.0000000000095,34.7,0,16,2012-10-23T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Russell,Ownsworth,male,Russell O.
33,0,Ian Lambley,N/A,00:27:41.0,1660.9999999999966,34.7,0,16,2012-10-23T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Ian,Lambley,male,Ian L.
34,0,Sue Lazar,N/A,00:27:41.0,1660.9999999999966,34.7,0,16,2012-10-23T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Sue,Lazar,female,Sue L.
35,0,Steve McPhee,N/A,00:27:50.0,1670.0000000000257,34.5,0,16,2012-10-23T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Steve,McPhee,male,Steve M.
36,0,Mike Jones,N/A,00:28:02.0,1682.0000000000352,34.2,0,16,2012-10-23T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Mike,Jones,male,Mike J.
37,0,Nadine Voice,N/A,00:28:17.0,1697.0000000000257,33.9,0,16,2012-10-23T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Nadine,Voice,female,Nadine V.
38,0,Leanne Feary,N/A,00:28:18.0,1698.0000000000193,33.9,0,16,2012-10-23T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Leanne,Feary,female,Leanne F.
39,0,Alice Grubb,N/A,00:28:38.0,1717.9999999999777,33.5,0,16,2012-10-23T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Alice,Grubb,female,Alice G.
40,0,Gerard Rooney,N/A,00:28:52.0,1731.9999999999743,33.3,0,16,2012-10-23T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Gerard,Rooney,male,Gerard R.
41,0,Malcolm Thornton,N/A,00:28:59.0,1739.0000000000161,33.1,0,16,2012-10-23T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Malcolm,Thornton,male,Malcolm T.
42,0,Steve Marshall,N/A,00:28:59.0,1739.0000000000161,33.1,0,16,2012-10-23T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Steve,Marshall,male,Steve M.
43,0,Leanne Creighton,N/A,00:29:26.0,1766.0000000000161,32.6,0,16,2012-10-23T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Leanne,Creighton,female,Leanne C.
44,0,Christine Lambley,N/A,00:29:37.0,1777.000000000032,32.4,0,16,2012-10-23T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Christine,Lambley,female,Christine L.
45,0,Pam Hogarth,N/A,00:30:02.0,1802.0000000000448,32,0,16,2012-10-23T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Pam,Hogarth,female,Pam H.
46,0,Helen Thorne,N/A,00:30:06.0,1806.000000000019,31.9,0,16,2012-10-23T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Helen,Thorne,female,Helen T.
47,0,Sarah Ownsworth,N/A,00:31:38.0,1898.0000000000352,30.3,0,16,2012-10-23T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Sarah,Ownsworth,female,Sarah O.
48,0,Andrew Nye,N/A,00:32:33.0,1953.0000000000289,29.5,0,16,2012-10-23T00:00:00Z,Tai Tapu TT,Trike,Tai Tapu,TT,Standard course,TT,2012-13 Season,Andrew,Nye,male,Andrew N.
49,0,Jessica Ownsworth,N/A,00:38:53.0,2333.000000000016,24.7,0,16,2012-10-23T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Jessica,Ownsworth,female,Jessica O.
1,0,Steve Flanagan,N/A,00:22:13.0,1333.0000000000225,43.2,0,16,2012-10-29T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Steve,Flanagan,male,Steve F.
2,0,Neil Sutherland,N/A,00:22:18.0,1337.9999999999902,43,0,16,2012-10-29T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Neil,Sutherland,male,Neil S.
3,0,Simon Acker,N/A,00:22:22.0,1341.9999999999648,42.9,0,16,2012-10-29T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Simon,Acker,male,Simon A.
4,0,Al Duncan,N/A,00:22:30.0,1350,42.7,0,16,2012-10-29T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Al,Duncan,male,Al D.
5,0,Tony Gibson,N/A,00:22:48.0,1367.9999999999714,42.1,0,16,2012-10-29T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Tony,Gibson,male,Tony G.
6,0,Richard Lawson,N/A,00:23:32.0,1412.000000000035,40.8,0,16,2012-10-29T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Richard,Lawson,male,Richard L.
7,0,Carey Wood,N/A,00:23:34.0,1414.0000000000223,40.7,0,16,2012-10-29T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Carey,Wood,male,Carey W.
8,0,Mark Forsey,N/A,00:23:36.0,1416.0000000000098,40.7,0,16,2012-10-29T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Mark,Forsey,male,Mark F.
9,0,Nigel Pink,N/A,00:23:36.0,1416.0000000000098,40.7,0,16,2012-10-29T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Nigel,Pink,male,Nigel P.
10,0,Jake Marryatt,N/A,00:23:47.0,1427.0000000000257,40.4,0,16,2012-10-29T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Jake,Marryatt,male,Jake M.
11,0,Greg Moore,N/A,00:23:59.0,1439.000000000035,40,0,16,2012-10-29T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Greg,Moore,male,Greg M.
12,0,Tim Valentine,N/A,00:24:14.0,1454.0000000000257,39.6,0,16,2012-10-29T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Tim,Valentine,male,Tim V.
13,0,Ben Moore,N/A,00:24:23.0,1462.9999999999682,39.4,0,16,2012-10-29T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Ben,Moore,male,Ben M.
14,0,Craig Hamilton,N/A,00:24:26.0,1466.000000000035,39.3,0,16,2012-10-29T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Craig,Hamilton,male,Craig H.
15,0,Nick Jones,N/A,00:24:28.0,1468.0000000000225,39.2,0,16,2012-10-29T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Nick,Jones,male,Nick J.
16,0,Chris Hutchinson,N/A,00:24:57.0,1497.0000000000095,38.5,0,16,2012-10-29T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Chris,Hutchinson,male,Chris H.
17,0,Dave Lawson,N/A,00:24:58.0,1498.0000000000032,38.5,0,16,2012-10-29T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Dave,Lawson,male,Dave L.
18,0,Macaulay Pye,N/A,00:24:58.0,1498.0000000000032,38.5,0,16,2012-10-29T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Macaulay,Pye,male,Macaulay P.
19,0,Michael Ferigo,N/A,00:24:58.0,1498.0000000000032,38.5,0,16,2012-10-29T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Michael,Ferigo,male,Michael F.
20,0,Leon Hextall,N/A,00:25:03.0,1502.9999999999711,38.3,0,16,2012-10-29T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Leon,Hextall,male,Leon H.
21,0,Stewart Ford,N/A,00:25:16.0,1515.9999999999745,38,0,16,2012-10-29T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Stewart,Ford,male,Stewart F.
22,0,Andrew Allan,N/A,00:25:17.0,1516.999999999968,38,0,16,2012-10-29T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Andrew,Allan,male,Andrew A.
23,0,Neil Averis,N/A,00:25:19.0,1518.9999999999552,37.9,0,16,2012-10-29T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Neil,Averis,male,Neil A.
24,0,Sam Alstom,N/A,00:25:20.0,1520.0000000000352,37.9,0,16,2012-10-29T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Sam,Alstom,male,Sam A.
25,0,Ron Pithie,N/A,00:25:29.0,1528.9999999999775,37.7,0,16,2012-10-29T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Ron,Pithie,male,Ron P.
26,0,Peter O'Brien,N/A,00:25:30.0,1529.9999999999711,37.6,0,16,2012-10-29T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Peter,O'Brien,male,Peter O.
27,0,Chris Jordan,N/A,00:25:36.0,1536.000000000019,37.5,0,16,2012-10-29T00:00:00Z,Tai Tapu TT,Solo,Tai Tapu,TT,Standard course,TT,2012-13 Season,Chris,Jordan,male,Chris J.
