Station,Date(NZST),Time(NZST),Pmsl(hPa)
Christchurch Kyle St Ews,20130720,1700,1019.8
Christchurch Kyle St Ews,20130720,1800,1019.8
Christchurch Kyle St Ews,20130720,1900,1020.0
Christchurch Kyle St Ews,20130720,2000,1020.0
Christchurch Kyle St Ews,20130720,2100,1019.6
Christchurch Kyle St Ews,20130720,2200,1019.5
Christchurch Kyle St Ews,20130720,2300,1019.4
Christchurch Kyle St Ews,20130721,0000,1019.0
Christchurch Kyle St Ews,20130721,0100,1018.7
Christchurch Kyle St Ews,20130721,0200,1018.0
Christchurch Kyle St Ews,20130721,0300,1017.6
Christchurch Kyle St Ews,20130721,0400,1017.2
Christchurch Kyle St Ews,20130721,0500,1017.5
Christchurch Kyle St Ews,20130721,0600,1017.1
Christchurch Kyle St Ews,20130721,0700,1017.3
Christchurch Kyle St Ews,20130721,0800,1017.5
Christchurch Kyle St Ews,20130721,0900,1018.5
Christchurch Kyle St Ews,20130721,1000,1019.1
Christchurch Kyle St Ews,20130721,1100,1019.3
Christchurch Kyle St Ews,20130721,1200,1018.9
Christchurch Kyle St Ews,20130721,1300,1018.0
Christchurch Kyle St Ews,20130721,1400,1017.2
Christchurch Kyle St Ews,20130721,1500,1016.8
Christchurch Kyle St Ews,20130721,1600,1017.0
Christchurch Kyle St Ews,20130721,1700,1017.3
Christchurch Kyle St Ews,20130721,1800,1017.4
Christchurch Kyle St Ews,20130721,1900,1018.1
Christchurch Kyle St Ews,20130721,2000,1018.6
Christchurch Kyle St Ews,20130721,2100,1018.8
Christchurch Kyle St Ews,20130721,2200,1018.6
Christchurch Kyle St Ews,20130721,2300,1018.6
Christchurch Kyle St Ews,20130722,0000,1018.7
Christchurch Kyle St Ews,20130722,0100,1018.4
Christchurch Kyle St Ews,20130722,0200,1018.3
Christchurch Kyle St Ews,20130722,0300,1017.8
Christchurch Kyle St Ews,20130722,0400,1017.3
Christchurch Kyle St Ews,20130722,0500,1017.3
Christchurch Kyle St Ews,20130722,0600,1017.1
Christchurch Kyle St Ews,20130722,0700,1017.1
Christchurch Kyle St Ews,20130722,0800,1017.3
Christchurch Kyle St Ews,20130722,0900,1017.3
Christchurch Kyle St Ews,20130722,1000,1017.0
Christchurch Kyle St Ews,20130722,1100,1016.9
Christchurch Kyle St Ews,20130722,1200,1016.2
Christchurch Kyle St Ews,20130722,1300,1014.4
Christchurch Kyle St Ews,20130722,1400,1013.6
Christchurch Kyle St Ews,20130722,1500,1013.1
Christchurch Kyle St Ews,20130722,1600,1012.6
Christchurch Kyle St Ews,20130722,1700,1012.7
Christchurch Kyle St Ews,20130722,1800,1012.9
Christchurch Kyle St Ews,20130722,1900,1013.2
Christchurch Kyle St Ews,20130722,2000,1012.8
Christchurch Kyle St Ews,20130722,2100,1012.9
Christchurch Kyle St Ews,20130722,2200,1012.5
Christchurch Kyle St Ews,20130722,2300,1012.6
Christchurch Kyle St Ews,20130723,0000,1012.7
Christchurch Kyle St Ews,20130723,0100,1012.6
Christchurch Kyle St Ews,20130723,0200,1012.2
Christchurch Kyle St Ews,20130723,0300,1012.2
Christchurch Kyle St Ews,20130723,0400,1011.8
Christchurch Kyle St Ews,20130723,0500,1011.7
Christchurch Kyle St Ews,20130723,0600,1012.0
Christchurch Kyle St Ews,20130723,0700,1012.6
Christchurch Kyle St Ews,20130723,0800,1012.4
Christchurch Kyle St Ews,20130723,0900,1013.0
Christchurch Kyle St Ews,20130723,1000,1013.4
Christchurch Kyle St Ews,20130723,1100,1012.5
Christchurch Kyle St Ews,20130723,1200,1011.7
Christchurch Kyle St Ews,20130723,1300,1010.4
Christchurch Kyle St Ews,20130723,1400,1009.1
Christchurch Kyle St Ews,20130723,1500,1008.7
Christchurch Kyle St Ews,20130723,1600,1008.5
Christchurch Kyle St Ews,20130723,1700,1007.9
Christchurch Kyle St Ews,20130723,1800,1007.9
Christchurch Kyle St Ews,20130723,1900,1007.9
Christchurch Kyle St Ews,20130723,2000,1007.9
Christchurch Kyle St Ews,20130723,2100,1007.7
Christchurch Kyle St Ews,20130723,2200,1007.0
Christchurch Kyle St Ews,20130723,2300,1007.0
Christchurch Kyle St Ews,20130724,0000,1006.5
Christchurch Kyle St Ews,20130724,0100,1005.9
Christchurch Kyle St Ews,20130724,0200,1005.1
Christchurch Kyle St Ews,20130724,0300,1004.8
Christchurch Kyle St Ews,20130724,0400,1004.2
Christchurch Kyle St Ews,20130724,0500,1003.8
Christchurch Kyle St Ews,20130724,0600,1003.9
Christchurch Kyle St Ews,20130724,0700,1004.1
Christchurch Kyle St Ews,20130724,0800,1004.2
Christchurch Kyle St Ews,20130724,0900,1004.2
Christchurch Kyle St Ews,20130724,1000,1003.9
Christchurch Kyle St Ews,20130724,1100,1003.4
Christchurch Kyle St Ews,20130724,1200,1002.0
Christchurch Kyle St Ews,20130724,1300,1001.1
Christchurch Kyle St Ews,20130724,1400,1000.1
Christchurch Kyle St Ews,20130724,1500,999.4
Christchurch Kyle St Ews,20130724,1600,999.3
Christchurch Kyle St Ews,20130724,1700,998.9
Christchurch Kyle St Ews,20130724,1800,998.9
Christchurch Kyle St Ews,20130724,1900,999.4
Christchurch Kyle St Ews,20130724,2000,999.4
Christchurch Kyle St Ews,20130724,2100,999.1
Christchurch Kyle St Ews,20130724,2200,999.0
Christchurch Kyle St Ews,20130724,2300,999.1
Christchurch Kyle St Ews,20130725,0000,999.1
Christchurch Kyle St Ews,20130725,0100,999.2
Christchurch Kyle St Ews,20130725,0200,998.6
Christchurch Kyle St Ews,20130725,0300,998.9
Christchurch Kyle St Ews,20130725,0400,998.8
Christchurch Kyle St Ews,20130725,0500,998.8
Christchurch Kyle St Ews,20130725,0600,998.9
Christchurch Kyle St Ews,20130725,0700,999.3
Christchurch Kyle St Ews,20130725,0800,999.7
Christchurch Kyle St Ews,20130725,0900,999.9
Christchurch Kyle St Ews,20130725,1000,1000.5
Christchurch Kyle St Ews,20130725,1100,1000.4
Christchurch Kyle St Ews,20130725,1200,1000.3
Christchurch Kyle St Ews,20130725,1300,999.9
Christchurch Kyle St Ews,20130725,1400,999.7
Christchurch Kyle St Ews,20130725,1500,999.4
Christchurch Kyle St Ews,20130725,1600,999.7
Christchurch Kyle St Ews,20130725,1700,1000.5
Christchurch Kyle St Ews,20130725,1800,1001.4
Christchurch Kyle St Ews,20130725,1900,1002.4
Christchurch Kyle St Ews,20130725,2000,1003.3
Christchurch Kyle St Ews,20130725,2100,1003.8
Christchurch Kyle St Ews,20130725,2200,1004.1
Christchurch Kyle St Ews,20130725,2300,1005.0
Christchurch Kyle St Ews,20130726,0000,1005.7
Christchurch Kyle St Ews,20130726,0100,1006.3
Christchurch Kyle St Ews,20130726,0200,1006.7
Christchurch Kyle St Ews,20130726,0300,1007.5
Christchurch Kyle St Ews,20130726,0400,1007.7
Christchurch Kyle St Ews,20130726,0500,1008.4
Christchurch Kyle St Ews,20130726,0600,1009.5
Christchurch Kyle St Ews,20130726,0700,1010.1
Christchurch Kyle St Ews,20130726,0800,1011.3
Christchurch Kyle St Ews,20130726,0900,1012.5
Christchurch Kyle St Ews,20130726,1000,1013.0
Christchurch Kyle St Ews,20130726,1100,1013.7
Christchurch Kyle St Ews,20130726,1200,1013.7
Christchurch Kyle St Ews,20130726,1300,1013.2
Christchurch Kyle St Ews,20130726,1400,1012.9
Christchurch Kyle St Ews,20130726,1500,1013.0
Christchurch Kyle St Ews,20130726,1600,1013.9
Christchurch Kyle St Ews,20130726,1700,1014.3
Christchurch Kyle St Ews,20130726,1800,1014.8
Christchurch Kyle St Ews,20130726,1900,1015.6
Christchurch Kyle St Ews,20130726,2000,1016.1
Christchurch Kyle St Ews,20130726,2100,1016.6
Christchurch Kyle St Ews,20130726,2200,1016.7
Christchurch Kyle St Ews,20130726,2300,1017.0
Christchurch Kyle St Ews,20130727,0000,1017.4
Christchurch Kyle St Ews,20130727,0100,1017.7
Christchurch Kyle St Ews,20130727,0200,1018.2
Christchurch Kyle St Ews,20130727,0300,1018.6
Christchurch Kyle St Ews,20130727,0400,1018.5
Christchurch Kyle St Ews,20130727,0500,1018.9
Christchurch Kyle St Ews,20130727,0600,1019.3
Christchurch Kyle St Ews,20130727,0700,1020.0
Christchurch Kyle St Ews,20130727,0800,1020.6
Christchurch Kyle St Ews,20130727,0900,1021.3
Christchurch Kyle St Ews,20130727,1000,1021.7
Christchurch Kyle St Ews,20130727,1100,1022.0
Christchurch Kyle St Ews,20130727,1200,1021.7
Christchurch Kyle St Ews,20130727,1300,1021.3
Christchurch Kyle St Ews,20130727,1400,1020.6
Christchurch Kyle St Ews,20130727,1500,1020.4
Christchurch Kyle St Ews,20130727,1600,1020.4
Christchurch Kyle St Ews,20130727,1700,1020.8
Christchurch Kyle St Ews,20130727,1800,1021.2
Christchurch Kyle St Ews,20130727,1900,1021.6
Christchurch Kyle St Ews,20130727,2000,1022.2
Christchurch Kyle St Ews,20130727,2100,1022.7
Christchurch Kyle St Ews,20130727,2200,1023.1
Christchurch Kyle St Ews,20130727,2300,1023.3
Christchurch Kyle St Ews,20130728,0000,1023.6
Christchurch Kyle St Ews,20130728,0100,1023.5
Christchurch Kyle St Ews,20130728,0200,1023.6
Christchurch Kyle St Ews,20130728,0300,1023.6
Christchurch Kyle St Ews,20130728,0400,1023.2
Christchurch Kyle St Ews,20130728,0500,1023.5
Christchurch Kyle St Ews,20130728,0600,1023.8
Christchurch Kyle St Ews,20130728,0700,1024.3
Christchurch Kyle St Ews,20130728,0800,1024.9
Christchurch Kyle St Ews,20130728,0900,1025.4
Christchurch Kyle St Ews,20130728,1000,1025.4
Christchurch Kyle St Ews,20130728,1100,1026.0
Christchurch Kyle St Ews,20130728,1200,1025.2
Christchurch Kyle St Ews,20130728,1300,1024.5
Christchurch Kyle St Ews,20130728,1400,1023.6
Christchurch Kyle St Ews,20130728,1500,1023.5
Christchurch Kyle St Ews,20130728,1600,1023.6
Christchurch Kyle St Ews,20130728,1700,1024.1
Christchurch Kyle St Ews,20130728,1800,1024.7
Christchurch Kyle St Ews,20130728,1900,1025.6
Christchurch Kyle St Ews,20130728,2000,1026.3
Christchurch Kyle St Ews,20130728,2100,1026.7
Christchurch Kyle St Ews,20130728,2200,1026.9
Christchurch Kyle St Ews,20130728,2300,1027.1
Christchurch Kyle St Ews,20130729,0000,1027.2
Christchurch Kyle St Ews,20130729,0100,1027.2
Christchurch Kyle St Ews,20130729,0200,1027.4
Christchurch Kyle St Ews,20130729,0300,1027.5
Christchurch Kyle St Ews,20130729,0400,1027.3
Christchurch Kyle St Ews,20130729,0500,1027.5
Christchurch Kyle St Ews,20130729,0600,1028.1
Christchurch Kyle St Ews,20130729,0700,1028.5
Christchurch Kyle St Ews,20130729,0800,1029.3
Christchurch Kyle St Ews,20130729,0900,1029.9
Christchurch Kyle St Ews,20130729,1000,1030.2
Christchurch Kyle St Ews,20130729,1100,1030.7
Christchurch Kyle St Ews,20130729,1200,1029.9
Christchurch Kyle St Ews,20130729,1300,1028.7
Christchurch Kyle St Ews,20130729,1400,1028.2
Christchurch Kyle St Ews,20130729,1500,1027.7
Christchurch Kyle St Ews,20130729,1600,1028.0
Christchurch Kyle St Ews,20130729,1700,1027.9
Christchurch Kyle St Ews,20130729,1800,1028.5
Christchurch Kyle St Ews,20130729,1900,1028.7
Christchurch Kyle St Ews,20130729,2000,1029.0
Christchurch Kyle St Ews,20130729,2100,1028.7
Christchurch Kyle St Ews,20130729,2200,1029.0
Christchurch Kyle St Ews,20130729,2300,1028.5
Christchurch Kyle St Ews,20130730,0000,1028.1
Christchurch Kyle St Ews,20130730,0100,1027.6
Christchurch Kyle St Ews,20130730,0200,1027.4
Christchurch Kyle St Ews,20130730,0300,1027.0
Christchurch Kyle St Ews,20130730,0400,1026.9
Christchurch Kyle St Ews,20130730,0500,1026.7
Christchurch Kyle St Ews,20130730,0600,1026.9
Christchurch Kyle St Ews,20130730,0700,1027.0
Christchurch Kyle St Ews,20130730,0800,1027.3
Christchurch Kyle St Ews,20130730,0900,1027.6
Christchurch Kyle St Ews,20130730,1000,1027.3
Christchurch Kyle St Ews,20130730,1100,1027.0
Christchurch Kyle St Ews,20130730,1200,1026.4
Christchurch Kyle St Ews,20130730,1300,1025.6
Christchurch Kyle St Ews,20130730,1400,1025.1
Christchurch Kyle St Ews,20130730,1500,1024.9
Christchurch Kyle St Ews,20130730,1600,1024.6
Christchurch Kyle St Ews,20130730,1700,1024.8
Christchurch Kyle St Ews,20130730,1800,1025.1
Christchurch Kyle St Ews,20130730,1900,1025.2
Christchurch Kyle St Ews,20130730,2000,1025.2
Christchurch Kyle St Ews,20130730,2100,1025.3
Christchurch Kyle St Ews,20130730,2200,1025.3
Christchurch Kyle St Ews,20130730,2300,1025.2
Christchurch Kyle St Ews,20130731,0000,1024.9
Christchurch Kyle St Ews,20130731,0100,1024.3
Christchurch Kyle St Ews,20130731,0200,1024.0
Christchurch Kyle St Ews,20130731,0300,1023.5
Christchurch Kyle St Ews,20130731,0400,1023.1
Christchurch Kyle St Ews,20130731,0500,1023.1
Christchurch Kyle St Ews,20130731,0600,1022.6
Christchurch Kyle St Ews,20130731,0700,1022.7
Christchurch Kyle St Ews,20130731,0800,1023.0
Christchurch Kyle St Ews,20130731,0900,1022.9
Christchurch Kyle St Ews,20130731,1000,1022.9
Christchurch Kyle St Ews,20130731,1100,1023.0
Christchurch Kyle St Ews,20130731,1200,1022.5
Christchurch Kyle St Ews,20130731,1300,1022.3
Christchurch Kyle St Ews,20130731,1400,1022.1
Christchurch Kyle St Ews,20130731,1500,1022.3
Christchurch Kyle St Ews,20130731,1600,1022.7
Christchurch Kyle St Ews,20130731,1700,1023.2
Christchurch Kyle St Ews,20130731,1800,1023.8
Christchurch Kyle St Ews,20130731,1900,1024.2
Christchurch Kyle St Ews,20130731,2000,1024.9
Christchurch Kyle St Ews,20130731,2100,1025.0
Christchurch Kyle St Ews,20130731,2200,1025.8
Christchurch Kyle St Ews,20130731,2300,1025.9
Christchurch Kyle St Ews,20130801,0000,1025.9
Christchurch Kyle St Ews,20130801,0100,1026.0
Christchurch Kyle St Ews,20130801,0200,1025.7
Christchurch Kyle St Ews,20130801,0300,1025.7
Christchurch Kyle St Ews,20130801,0400,1026.0
Christchurch Kyle St Ews,20130801,0500,1026.6
Christchurch Kyle St Ews,20130801,0600,1026.6
Christchurch Kyle St Ews,20130801,0700,1027.1
Christchurch Kyle St Ews,20130801,0800,1027.6
Christchurch Kyle St Ews,20130801,0900,1028.0
Christchurch Kyle St Ews,20130801,1000,1028.0
Christchurch Kyle St Ews,20130801,1100,1028.0
Christchurch Kyle St Ews,20130801,1200,1027.2
Christchurch Kyle St Ews,20130801,1300,1026.4
Christchurch Kyle St Ews,20130801,1400,1025.5
Christchurch Kyle St Ews,20130801,1500,1025.6
Christchurch Kyle St Ews,20130801,1600,1025.8
Christchurch Kyle St Ews,20130801,1700,1026.1
Christchurch Kyle St Ews,20130801,1800,1026.7
Christchurch Kyle St Ews,20130801,1900,1027.0
Christchurch Kyle St Ews,20130801,2000,1027.5
Christchurch Kyle St Ews,20130801,2100,1027.7
Christchurch Kyle St Ews,20130801,2200,1027.7
Christchurch Kyle St Ews,20130801,2300,1027.5
Christchurch Kyle St Ews,20130802,0000,1027.6
Christchurch Kyle St Ews,20130802,0100,1027.3
Christchurch Kyle St Ews,20130802,0200,1027.1
Christchurch Kyle St Ews,20130802,0300,1026.6
Christchurch Kyle St Ews,20130802,0400,1025.9
Christchurch Kyle St Ews,20130802,0500,1025.7
Christchurch Kyle St Ews,20130802,0600,1025.5
Christchurch Kyle St Ews,20130802,0700,1025.3
Christchurch Kyle St Ews,20130802,0800,1025.3
Christchurch Kyle St Ews,20130802,0900,1025.3
Christchurch Kyle St Ews,20130802,1000,1025.1
Christchurch Kyle St Ews,20130802,1100,1024.8
Christchurch Kyle St Ews,20130802,1200,1024.0
Christchurch Kyle St Ews,20130802,1300,1022.6
Christchurch Kyle St Ews,20130802,1400,1021.5
Christchurch Kyle St Ews,20130802,1500,1020.8
Christchurch Kyle St Ews,20130802,1600,1020.5
Christchurch Kyle St Ews,20130802,1700,1020.6
Christchurch Kyle St Ews,20130802,1800,1020.6
Christchurch Kyle St Ews,20130802,1900,1020.5
Christchurch Kyle St Ews,20130802,2000,1020.4
Christchurch Kyle St Ews,20130802,2100,1020.2
Christchurch Kyle St Ews,20130802,2200,1019.9
Christchurch Kyle St Ews,20130802,2300,1019.4
Christchurch Kyle St Ews,20130803,0000,1019.0
Christchurch Kyle St Ews,20130803,0100,1018.4
Christchurch Kyle St Ews,20130803,0200,1017.9
Christchurch Kyle St Ews,20130803,0300,1017.1
Christchurch Kyle St Ews,20130803,0400,1016.4
Christchurch Kyle St Ews,20130803,0500,1016.0
Christchurch Kyle St Ews,20130803,0600,1015.8
Christchurch Kyle St Ews,20130803,0700,1015.6
Christchurch Kyle St Ews,20130803,0800,1015.8
Christchurch Kyle St Ews,20130803,0900,1015.7
Christchurch Kyle St Ews,20130803,1000,1015.3
Christchurch Kyle St Ews,20130803,1100,1015.4
Christchurch Kyle St Ews,20130803,1200,1014.4
Christchurch Kyle St Ews,20130803,1300,1013.2
Christchurch Kyle St Ews,20130803,1400,1012.3
Christchurch Kyle St Ews,20130803,1500,1011.6
Christchurch Kyle St Ews,20130803,1600,1011.1
Christchurch Kyle St Ews,20130803,1700,1010.9
Christchurch Kyle St Ews,20130803,1800,1010.9
Christchurch Kyle St Ews,20130803,1900,1011.2
Christchurch Kyle St Ews,20130803,2000,1011.2
Christchurch Kyle St Ews,20130803,2100,1011.1
Christchurch Kyle St Ews,20130803,2200,1011.3
Christchurch Kyle St Ews,20130803,2300,1010.8
Christchurch Kyle St Ews,20130804,0000,1010.4
Christchurch Kyle St Ews,20130804,0100,1009.9
Christchurch Kyle St Ews,20130804,0200,1009.7
Christchurch Kyle St Ews,20130804,0300,1009.1
Christchurch Kyle St Ews,20130804,0400,1008.8
Christchurch Kyle St Ews,20130804,0500,1008.8
Christchurch Kyle St Ews,20130804,0600,1009.0
Christchurch Kyle St Ews,20130804,0700,1009.2
Christchurch Kyle St Ews,20130804,0800,1009.5
Christchurch Kyle St Ews,20130804,0900,1010.0
Christchurch Kyle St Ews,20130804,1000,1009.9
Christchurch Kyle St Ews,20130804,1100,1010.0
Christchurch Kyle St Ews,20130804,1200,1009.6
Christchurch Kyle St Ews,20130804,1300,1009.3
Christchurch Kyle St Ews,20130804,1400,1009.2
Christchurch Kyle St Ews,20130804,1500,1009.4
Christchurch Kyle St Ews,20130804,1600,1009.4
Christchurch Kyle St Ews,20130804,1700,1009.5
Christchurch Kyle St Ews,20130804,1800,1010.1
Christchurch Kyle St Ews,20130804,1900,1010.3
Christchurch Kyle St Ews,20130804,2000,1010.5
Christchurch Kyle St Ews,20130804,2100,1010.7
Christchurch Kyle St Ews,20130804,2200,1010.9
Christchurch Kyle St Ews,20130804,2300,1011.0
Christchurch Kyle St Ews,20130805,0000,1011.1
Christchurch Kyle St Ews,20130805,0100,1010.9
Christchurch Kyle St Ews,20130805,0200,1010.9
Christchurch Kyle St Ews,20130805,0300,1010.4
Christchurch Kyle St Ews,20130805,0400,1010.2
Christchurch Kyle St Ews,20130805,0500,1009.9
Christchurch Kyle St Ews,20130805,0600,1009.9
Christchurch Kyle St Ews,20130805,0700,1010.1
Christchurch Kyle St Ews,20130805,0800,1010.1
Christchurch Kyle St Ews,20130805,0900,1010.2
Christchurch Kyle St Ews,20130805,1000,1010.0
Christchurch Kyle St Ews,20130805,1100,1009.7
Christchurch Kyle St Ews,20130805,1200,1008.9
Christchurch Kyle St Ews,20130805,1300,1007.6
Christchurch Kyle St Ews,20130805,1400,1006.5
Christchurch Kyle St Ews,20130805,1500,1005.8
Christchurch Kyle St Ews,20130805,1600,1005.6
Christchurch Kyle St Ews,20130805,1700,1005.4
Christchurch Kyle St Ews,20130805,1800,1005.4
Christchurch Kyle St Ews,20130805,1900,1005.7
Christchurch Kyle St Ews,20130805,2000,1005.7
Christchurch Kyle St Ews,20130805,2100,1005.5
Christchurch Kyle St Ews,20130805,2200,1005.3
Christchurch Kyle St Ews,20130805,2300,1005.1
Christchurch Kyle St Ews,20130806,0000,1005.2
Christchurch Kyle St Ews,20130806,0100,1005.1
Christchurch Kyle St Ews,20130806,0200,1005.4
Christchurch Kyle St Ews,20130806,0300,1005.2
Christchurch Kyle St Ews,20130806,0400,1004.6
Christchurch Kyle St Ews,20130806,0500,1005.2
Christchurch Kyle St Ews,20130806,0600,1005.4
Christchurch Kyle St Ews,20130806,0700,1005.8
Christchurch Kyle St Ews,20130806,0800,1006.6
Christchurch Kyle St Ews,20130806,0900,1007.2
Christchurch Kyle St Ews,20130806,1000,1007.6
Christchurch Kyle St Ews,20130806,1100,1007.7
Christchurch Kyle St Ews,20130806,1200,1007.6
Christchurch Kyle St Ews,20130806,1300,1007.0
Christchurch Kyle St Ews,20130806,1400,1006.6
Christchurch Kyle St Ews,20130806,1500,1006.9
Christchurch Kyle St Ews,20130806,1600,1007.2
Christchurch Kyle St Ews,20130806,1700,1007.6
Christchurch Kyle St Ews,20130806,1800,1008.2
Christchurch Kyle St Ews,20130806,1900,1008.8
Christchurch Kyle St Ews,20130806,2000,1009.3
Christchurch Kyle St Ews,20130806,2100,1009.8
Christchurch Kyle St Ews,20130806,2200,1010.0
Christchurch Kyle St Ews,20130806,2300,1010.2
Christchurch Kyle St Ews,20130807,0000,1010.1
Christchurch Kyle St Ews,20130807,0100,1009.9
Christchurch Kyle St Ews,20130807,0200,1009.5
Christchurch Kyle St Ews,20130807,0300,1009.2
Christchurch Kyle St Ews,20130807,0400,1008.8
Christchurch Kyle St Ews,20130807,0500,1008.5
Christchurch Kyle St Ews,20130807,0600,1008.4
Christchurch Kyle St Ews,20130807,0700,1008.2
Christchurch Kyle St Ews,20130807,0800,1008.3
Christchurch Kyle St Ews,20130807,0900,1008.3
Christchurch Kyle St Ews,20130807,1000,1007.8
Christchurch Kyle St Ews,20130807,1100,1007.4
Christchurch Kyle St Ews,20130807,1200,1006.3
Christchurch Kyle St Ews,20130807,1300,1004.8
Christchurch Kyle St Ews,20130807,1400,1003.6
Christchurch Kyle St Ews,20130807,1500,1002.7
Christchurch Kyle St Ews,20130807,1600,1002.1
Christchurch Kyle St Ews,20130807,1700,1002.4
Christchurch Kyle St Ews,20130807,1800,1003.0
Christchurch Kyle St Ews,20130807,1900,1003.7
Christchurch Kyle St Ews,20130807,2000,1003.8
Christchurch Kyle St Ews,20130807,2100,1003.9
Christchurch Kyle St Ews,20130807,2200,1004.2
Christchurch Kyle St Ews,20130807,2300,1004.9
Christchurch Kyle St Ews,20130808,0000,1005.8
Christchurch Kyle St Ews,20130808,0100,1006.4
Christchurch Kyle St Ews,20130808,0200,1007.1
Christchurch Kyle St Ews,20130808,0300,1007.5
Christchurch Kyle St Ews,20130808,0400,1007.7
Christchurch Kyle St Ews,20130808,0500,1008.2
Christchurch Kyle St Ews,20130808,0600,1008.7
Christchurch Kyle St Ews,20130808,0700,1009.4
Christchurch Kyle St Ews,20130808,0800,1010.1
Christchurch Kyle St Ews,20130808,0900,1010.6
Christchurch Kyle St Ews,20130808,1000,1010.4
Christchurch Kyle St Ews,20130808,1100,1010.8
Christchurch Kyle St Ews,20130808,1200,1010.8
Christchurch Kyle St Ews,20130808,1300,1010.4
Christchurch Kyle St Ews,20130808,1400,1009.5
Christchurch Kyle St Ews,20130808,1500,1009.3
Christchurch Kyle St Ews,20130808,1600,1009.6
Christchurch Kyle St Ews,20130808,1700,1009.8
Christchurch Kyle St Ews,20130808,1800,1010.3
Christchurch Kyle St Ews,20130808,1900,1010.9
Christchurch Kyle St Ews,20130808,2000,1011.0
Christchurch Kyle St Ews,20130808,2100,1011.5
Christchurch Kyle St Ews,20130808,2200,1012.1
Christchurch Kyle St Ews,20130808,2300,1012.5
Christchurch Kyle St Ews,20130809,0000,1012.9
Christchurch Kyle St Ews,20130809,0100,1013.1
Christchurch Kyle St Ews,20130809,0200,1013.4
Christchurch Kyle St Ews,20130809,0300,1013.6
Christchurch Kyle St Ews,20130809,0400,1013.8
Christchurch Kyle St Ews,20130809,0500,1014.2
Christchurch Kyle St Ews,20130809,0600,1014.4
Christchurch Kyle St Ews,20130809,0700,1015.1
Christchurch Kyle St Ews,20130809,0800,1015.7
Christchurch Kyle St Ews,20130809,0900,1016.4
Christchurch Kyle St Ews,20130809,1000,1016.7
Christchurch Kyle St Ews,20130809,1100,1016.5
Christchurch Kyle St Ews,20130809,1200,1016.1
Christchurch Kyle St Ews,20130809,1300,1015.8
Christchurch Kyle St Ews,20130809,1400,1014.6
Christchurch Kyle St Ews,20130809,1500,1014.3
Christchurch Kyle St Ews,20130809,1600,1014.3
Christchurch Kyle St Ews,20130809,1700,1014.6
Christchurch Kyle St Ews,20130809,1800,1014.8
Christchurch Kyle St Ews,20130809,1900,1015.2
Christchurch Kyle St Ews,20130809,2000,1015.1
Christchurch Kyle St Ews,20130809,2100,1014.4
Christchurch Kyle St Ews,20130809,2200,1014.5
Christchurch Kyle St Ews,20130809,2300,1014.2
Christchurch Kyle St Ews,20130810,0000,1013.9
Christchurch Kyle St Ews,20130810,0100,1013.9
Christchurch Kyle St Ews,20130810,0200,1013.6
Christchurch Kyle St Ews,20130810,0300,1013.1
Christchurch Kyle St Ews,20130810,0400,1012.5
Christchurch Kyle St Ews,20130810,0500,1012.4
Christchurch Kyle St Ews,20130810,0600,1012.1
Christchurch Kyle St Ews,20130810,0700,1012.1
Christchurch Kyle St Ews,20130810,0800,1011.6
Christchurch Kyle St Ews,20130810,0900,1011.4
Christchurch Kyle St Ews,20130810,1000,1010.9
Christchurch Kyle St Ews,20130810,1100,1009.9
Christchurch Kyle St Ews,20130810,1200,1009.2
Christchurch Kyle St Ews,20130810,1300,1008.1
Christchurch Kyle St Ews,20130810,1400,1006.8
Christchurch Kyle St Ews,20130810,1500,1006.1
Christchurch Kyle St Ews,20130810,1600,1005.3
Christchurch Kyle St Ews,20130810,1700,1004.5
Christchurch Kyle St Ews,20130810,1800,1004.4
Christchurch Kyle St Ews,20130810,1900,1004.1
Christchurch Kyle St Ews,20130810,2000,1003.3
Christchurch Kyle St Ews,20130810,2100,1002.5
Christchurch Kyle St Ews,20130810,2200,1001.8
Christchurch Kyle St Ews,20130810,2300,1001.1
Christchurch Kyle St Ews,20130811,0000,1000.4
Christchurch Kyle St Ews,20130811,0100,999.3
Christchurch Kyle St Ews,20130811,0200,998.5
Christchurch Kyle St Ews,20130811,0300,997.4
Christchurch Kyle St Ews,20130811,0400,996.3
Christchurch Kyle St Ews,20130811,0500,995.7
Christchurch Kyle St Ews,20130811,0600,995.4
Christchurch Kyle St Ews,20130811,0700,995.0
Christchurch Kyle St Ews,20130811,0800,994.9
Christchurch Kyle St Ews,20130811,0900,994.9
Christchurch Kyle St Ews,20130811,1000,994.2
Christchurch Kyle St Ews,20130811,1100,994.0
Christchurch Kyle St Ews,20130811,1200,993.5
Christchurch Kyle St Ews,20130811,1300,992.6
Christchurch Kyle St Ews,20130811,1400,991.9
Christchurch Kyle St Ews,20130811,1500,991.7
Christchurch Kyle St Ews,20130811,1600,991.5
Christchurch Kyle St Ews,20130811,1700,992.0
Christchurch Kyle St Ews,20130811,1800,992.1
Christchurch Kyle St Ews,20130811,1900,992.3
Christchurch Kyle St Ews,20130811,2000,992.4
Christchurch Kyle St Ews,20130811,2100,992.1
Christchurch Kyle St Ews,20130811,2200,992.7
Christchurch Kyle St Ews,20130811,2300,992.9
Christchurch Kyle St Ews,20130812,0000,993.5
Christchurch Kyle St Ews,20130812,0100,993.9
Christchurch Kyle St Ews,20130812,0200,994.5
Christchurch Kyle St Ews,20130812,0300,994.6
