Station,Date(NZST),Time(NZST),Pmsl(hPa)
Christchurch Kyle St Ews,20130103,2000,1003.9
Christchurch Kyle St Ews,20130103,2100,1005.0
Christchurch Kyle St Ews,20130103,2200,1005.9
Christchurch Kyle St Ews,20130103,2300,1006.0
Christchurch Kyle St Ews,20130104,0000,1006.1
Christchurch Kyle St Ews,20130104,0100,1006.0
Christchurch Kyle St Ews,20130104,0200,1006.1
Christchurch Kyle St Ews,20130104,0300,1006.1
Christchurch Kyle St Ews,20130104,0400,1007.0
Christchurch Kyle St Ews,20130104,0500,1007.6
Christchurch Kyle St Ews,20130104,0600,1008.4
Christchurch Kyle St Ews,20130104,0700,1009.1
Christchurch Kyle St Ews,20130104,0800,1009.6
Christchurch Kyle St Ews,20130104,0900,1009.8
Christchurch Kyle St Ews,20130104,1000,1010.3
Christchurch Kyle St Ews,20130104,1100,1010.0
Christchurch Kyle St Ews,20130104,1200,1010.1
Christchurch Kyle St Ews,20130104,1300,1010.4
Christchurch Kyle St Ews,20130104,1400,1010.6
Christchurch Kyle St Ews,20130104,1500,1010.6
Christchurch Kyle St Ews,20130104,1600,1010.8
Christchurch Kyle St Ews,20130104,1700,1010.8
Christchurch Kyle St Ews,20130104,1800,1011.2
Christchurch Kyle St Ews,20130104,1900,1011.6
Christchurch Kyle St Ews,20130104,2000,1011.9
Christchurch Kyle St Ews,20130104,2100,1012.5
Christchurch Kyle St Ews,20130104,2200,1012.6
Christchurch Kyle St Ews,20130104,2300,1012.5
Christchurch Kyle St Ews,20130105,0000,1012.8
Christchurch Kyle St Ews,20130105,0100,1012.0
Christchurch Kyle St Ews,20130105,0200,1011.1
Christchurch Kyle St Ews,20130105,0300,1010.7
Christchurch Kyle St Ews,20130105,0400,1011.3
Christchurch Kyle St Ews,20130105,0500,1012.1
Christchurch Kyle St Ews,20130105,0600,1013.0
Christchurch Kyle St Ews,20130105,0700,1013.2
Christchurch Kyle St Ews,20130105,0800,1013.2
Christchurch Kyle St Ews,20130105,0900,1012.7
Christchurch Kyle St Ews,20130105,1000,1012.7
Christchurch Kyle St Ews,20130105,1100,1012.5
Christchurch Kyle St Ews,20130105,1200,1012.3
Christchurch Kyle St Ews,20130105,1300,1012.4
Christchurch Kyle St Ews,20130105,1400,1011.5
Christchurch Kyle St Ews,20130105,1500,1011.3
Christchurch Kyle St Ews,20130105,1600,1010.8
Christchurch Kyle St Ews,20130105,1700,1010.6
Christchurch Kyle St Ews,20130105,1800,1010.5
Christchurch Kyle St Ews,20130105,1900,1010.8
Christchurch Kyle St Ews,20130105,2000,1010.9
Christchurch Kyle St Ews,20130105,2100,1011.2
Christchurch Kyle St Ews,20130105,2200,1010.7
Christchurch Kyle St Ews,20130105,2300,1010.0
Christchurch Kyle St Ews,20130106,0000,1009.8
Christchurch Kyle St Ews,20130106,0100,1009.2
Christchurch Kyle St Ews,20130106,0200,1008.3
Christchurch Kyle St Ews,20130106,0300,1008.1
Christchurch Kyle St Ews,20130106,0400,1008.1
Christchurch Kyle St Ews,20130106,0500,1008.6
Christchurch Kyle St Ews,20130106,0600,1009.1
Christchurch Kyle St Ews,20130106,0700,1009.7
Christchurch Kyle St Ews,20130106,0800,1010.4
Christchurch Kyle St Ews,20130106,0900,1012.4
Christchurch Kyle St Ews,20130106,1000,1012.9
Christchurch Kyle St Ews,20130106,1100,1012.5
Christchurch Kyle St Ews,20130106,1200,1012.4
Christchurch Kyle St Ews,20130106,1300,1011.9
Christchurch Kyle St Ews,20130106,1400,1011.6
Christchurch Kyle St Ews,20130106,1500,1011.5
Christchurch Kyle St Ews,20130106,1600,1011.4
Christchurch Kyle St Ews,20130106,1700,1011.0
Christchurch Kyle St Ews,20130106,1800,1010.5
Christchurch Kyle St Ews,20130106,1900,1010.6
Christchurch Kyle St Ews,20130106,2000,1010.6
Christchurch Kyle St Ews,20130106,2100,1010.3
Christchurch Kyle St Ews,20130106,2200,1009.5
Christchurch Kyle St Ews,20130106,2300,1008.9
Christchurch Kyle St Ews,20130107,0000,1008.3
Christchurch Kyle St Ews,20130107,0100,1007.1
Christchurch Kyle St Ews,20130107,0200,1005.2
Christchurch Kyle St Ews,20130107,0300,1003.6
Christchurch Kyle St Ews,20130107,0400,1002.5
Christchurch Kyle St Ews,20130107,0500,1001.4
Christchurch Kyle St Ews,20130107,0600,999.6
Christchurch Kyle St Ews,20130107,0700,998.7
Christchurch Kyle St Ews,20130107,0800,998.3
Christchurch Kyle St Ews,20130107,0900,997.0
Christchurch Kyle St Ews,20130107,1000,995.1
Christchurch Kyle St Ews,20130107,1100,993.1
Christchurch Kyle St Ews,20130107,1200,991.9
Christchurch Kyle St Ews,20130107,1300,991.3
Christchurch Kyle St Ews,20130107,1400,992.0
Christchurch Kyle St Ews,20130107,1500,993.4
Christchurch Kyle St Ews,20130107,1600,994.2
Christchurch Kyle St Ews,20130107,1700,994.9
Christchurch Kyle St Ews,20130107,1800,995.5
Christchurch Kyle St Ews,20130107,1900,996.5
Christchurch Kyle St Ews,20130107,2000,996.9
Christchurch Kyle St Ews,20130107,2100,996.5
Christchurch Kyle St Ews,20130107,2200,996.3
Christchurch Kyle St Ews,20130107,2300,995.4
Christchurch Kyle St Ews,20130108,0000,994.6
Christchurch Kyle St Ews,20130108,0100,993.9
Christchurch Kyle St Ews,20130108,0200,993.5
Christchurch Kyle St Ews,20130108,0300,992.3
Christchurch Kyle St Ews,20130108,0400,992.3
Christchurch Kyle St Ews,20130108,0500,991.9
Christchurch Kyle St Ews,20130108,0600,993.7
Christchurch Kyle St Ews,20130108,0700,994.4
Christchurch Kyle St Ews,20130108,0800,995.2
Christchurch Kyle St Ews,20130108,0900,996.0
Christchurch Kyle St Ews,20130108,1000,996.7
Christchurch Kyle St Ews,20130108,1100,996.8
Christchurch Kyle St Ews,20130108,1200,996.7
Christchurch Kyle St Ews,20130108,1300,996.4
Christchurch Kyle St Ews,20130108,1400,996.9
Christchurch Kyle St Ews,20130108,1500,997.3
Christchurch Kyle St Ews,20130108,1600,997.5
Christchurch Kyle St Ews,20130108,1700,997.7
Christchurch Kyle St Ews,20130108,1800,998.3
Christchurch Kyle St Ews,20130108,1900,999.3
Christchurch Kyle St Ews,20130108,2000,999.9
Christchurch Kyle St Ews,20130108,2100,1000.3
Christchurch Kyle St Ews,20130108,2200,1000.6
Christchurch Kyle St Ews,20130108,2300,1000.2
Christchurch Kyle St Ews,20130109,0000,999.7
Christchurch Kyle St Ews,20130109,0100,999.1
Christchurch Kyle St Ews,20130109,0200,998.5
Christchurch Kyle St Ews,20130109,0300,997.7
Christchurch Kyle St Ews,20130109,0400,997.9
Christchurch Kyle St Ews,20130109,0500,997.8
Christchurch Kyle St Ews,20130109,0600,997.6
Christchurch Kyle St Ews,20130109,0700,996.7
Christchurch Kyle St Ews,20130109,0800,996.4
Christchurch Kyle St Ews,20130109,0900,995.1
Christchurch Kyle St Ews,20130109,1000,994.3
Christchurch Kyle St Ews,20130109,1100,993.9
Christchurch Kyle St Ews,20130109,1200,993.5
Christchurch Kyle St Ews,20130109,1300,992.6
Christchurch Kyle St Ews,20130109,1400,992.5
Christchurch Kyle St Ews,20130109,1500,992.2
Christchurch Kyle St Ews,20130109,1600,991.9
Christchurch Kyle St Ews,20130109,1700,991.9
Christchurch Kyle St Ews,20130109,1800,992.7
Christchurch Kyle St Ews,20130109,1900,993.1
Christchurch Kyle St Ews,20130109,2000,992.6
Christchurch Kyle St Ews,20130109,2100,992.2
Christchurch Kyle St Ews,20130109,2200,992.1
Christchurch Kyle St Ews,20130109,2300,992.0
Christchurch Kyle St Ews,20130110,0000,990.6
Christchurch Kyle St Ews,20130110,0100,990.0
Christchurch Kyle St Ews,20130110,0200,990.1
Christchurch Kyle St Ews,20130110,0300,988.3
Christchurch Kyle St Ews,20130110,0400,989.6
Christchurch Kyle St Ews,20130110,0500,989.0
Christchurch Kyle St Ews,20130110,0600,990.8
Christchurch Kyle St Ews,20130110,0700,993.2
Christchurch Kyle St Ews,20130110,0800,995.6
Christchurch Kyle St Ews,20130110,0900,996.0
Christchurch Kyle St Ews,20130110,1000,996.9
Christchurch Kyle St Ews,20130110,1100,998.0
Christchurch Kyle St Ews,20130110,1200,997.5
Christchurch Kyle St Ews,20130110,1300,998.1
Christchurch Kyle St Ews,20130110,1400,998.6
Christchurch Kyle St Ews,20130110,1500,998.3
Christchurch Kyle St Ews,20130110,1600,998.8
Christchurch Kyle St Ews,20130110,1700,999.3
Christchurch Kyle St Ews,20130110,1800,1000.3
Christchurch Kyle St Ews,20130110,1900,1000.8
Christchurch Kyle St Ews,20130110,2000,1001.9
Christchurch Kyle St Ews,20130110,2100,1002.4
Christchurch Kyle St Ews,20130110,2200,1003.0
Christchurch Kyle St Ews,20130110,2300,1003.9
Christchurch Kyle St Ews,20130111,0000,1004.6
Christchurch Kyle St Ews,20130111,0100,1005.5
Christchurch Kyle St Ews,20130111,0200,1005.8
Christchurch Kyle St Ews,20130111,0300,1006.1
Christchurch Kyle St Ews,20130111,0400,1006.9
Christchurch Kyle St Ews,20130111,0500,1007.4
Christchurch Kyle St Ews,20130111,0600,1008.2
Christchurch Kyle St Ews,20130111,0700,1008.8
Christchurch Kyle St Ews,20130111,0800,1009.3
Christchurch Kyle St Ews,20130111,0900,1009.5
Christchurch Kyle St Ews,20130111,1000,1009.6
Christchurch Kyle St Ews,20130111,1100,1009.7
Christchurch Kyle St Ews,20130111,1200,1009.7
Christchurch Kyle St Ews,20130111,1300,1009.9
Christchurch Kyle St Ews,20130111,1400,1010.4
Christchurch Kyle St Ews,20130111,1500,1010.3
Christchurch Kyle St Ews,20130111,1600,1010.3
Christchurch Kyle St Ews,20130111,1700,1010.1
Christchurch Kyle St Ews,20130111,1800,1010.7
Christchurch Kyle St Ews,20130111,1900,1011.2
Christchurch Kyle St Ews,20130111,2000,1011.8
Christchurch Kyle St Ews,20130111,2100,1012.1
Christchurch Kyle St Ews,20130111,2200,1011.7
Christchurch Kyle St Ews,20130111,2300,1011.6
Christchurch Kyle St Ews,20130112,0000,1011.7
Christchurch Kyle St Ews,20130112,0100,1010.7
Christchurch Kyle St Ews,20130112,0200,1009.8
Christchurch Kyle St Ews,20130112,0300,1009.9
Christchurch Kyle St Ews,20130112,0400,1009.2
Christchurch Kyle St Ews,20130112,0500,1008.9
Christchurch Kyle St Ews,20130112,0600,1008.5
Christchurch Kyle St Ews,20130112,0700,1008.2
Christchurch Kyle St Ews,20130112,0800,1007.6
Christchurch Kyle St Ews,20130112,0900,1006.9
Christchurch Kyle St Ews,20130112,1000,1006.1
Christchurch Kyle St Ews,20130112,1100,1005.3
Christchurch Kyle St Ews,20130112,1200,1004.9
Christchurch Kyle St Ews,20130112,1300,1004.3
Christchurch Kyle St Ews,20130112,1400,1003.8
Christchurch Kyle St Ews,20130112,1500,1003.0
Christchurch Kyle St Ews,20130112,1600,1002.9
Christchurch Kyle St Ews,20130112,1700,1002.2
Christchurch Kyle St Ews,20130112,1800,1002.7
Christchurch Kyle St Ews,20130112,1900,1003.2
Christchurch Kyle St Ews,20130112,2000,1003.9
Christchurch Kyle St Ews,20130112,2100,1004.7
Christchurch Kyle St Ews,20130112,2200,1005.3
Christchurch Kyle St Ews,20130112,2300,1004.8
Christchurch Kyle St Ews,20130113,0000,1004.6
Christchurch Kyle St Ews,20130113,0100,1004.2
Christchurch Kyle St Ews,20130113,0200,1003.5
Christchurch Kyle St Ews,20130113,0300,1002.8
Christchurch Kyle St Ews,20130113,0400,1002.1
Christchurch Kyle St Ews,20130113,0500,1001.3
Christchurch Kyle St Ews,20130113,0600,1000.6
Christchurch Kyle St Ews,20130113,0700,999.7
Christchurch Kyle St Ews,20130113,0800,998.8
Christchurch Kyle St Ews,20130113,0900,997.3
Christchurch Kyle St Ews,20130113,1000,996.5
Christchurch Kyle St Ews,20130113,1100,996.3
Christchurch Kyle St Ews,20130113,1200,995.8
Christchurch Kyle St Ews,20130113,1300,994.7
Christchurch Kyle St Ews,20130113,1400,994.0
Christchurch Kyle St Ews,20130113,1500,993.3
Christchurch Kyle St Ews,20130113,1600,993.0
Christchurch Kyle St Ews,20130113,1700,992.1
Christchurch Kyle St Ews,20130113,1800,991.9
Christchurch Kyle St Ews,20130113,1900,993.1
Christchurch Kyle St Ews,20130113,2000,994.1
Christchurch Kyle St Ews,20130113,2100,996.2
Christchurch Kyle St Ews,20130113,2200,998.1
Christchurch Kyle St Ews,20130113,2300,998.4
Christchurch Kyle St Ews,20130114,0000,998.8
Christchurch Kyle St Ews,20130114,0100,999.0
Christchurch Kyle St Ews,20130114,0200,998.9
Christchurch Kyle St Ews,20130114,0300,998.7
Christchurch Kyle St Ews,20130114,0400,999.3
Christchurch Kyle St Ews,20130114,0500,999.4
Christchurch Kyle St Ews,20130114,0600,999.8
Christchurch Kyle St Ews,20130114,0700,1000.3
Christchurch Kyle St Ews,20130114,0800,1000.5
Christchurch Kyle St Ews,20130114,0900,1000.9
Christchurch Kyle St Ews,20130114,1000,1000.7
Christchurch Kyle St Ews,20130114,1100,999.9
Christchurch Kyle St Ews,20130114,1200,999.8
Christchurch Kyle St Ews,20130114,1300,1000.0
Christchurch Kyle St Ews,20130114,1400,999.6
Christchurch Kyle St Ews,20130114,1500,999.0
Christchurch Kyle St Ews,20130114,1600,998.8
Christchurch Kyle St Ews,20130114,1700,998.1
Christchurch Kyle St Ews,20130114,1800,998.5
Christchurch Kyle St Ews,20130114,1900,999.6
Christchurch Kyle St Ews,20130114,2000,1000.7
Christchurch Kyle St Ews,20130114,2100,1000.7
Christchurch Kyle St Ews,20130114,2200,1001.2
Christchurch Kyle St Ews,20130114,2300,1001.3
Christchurch Kyle St Ews,20130115,0000,1001.4
Christchurch Kyle St Ews,20130115,0100,1000.9
Christchurch Kyle St Ews,20130115,0200,1001.5
Christchurch Kyle St Ews,20130115,0300,1002.1
Christchurch Kyle St Ews,20130115,0400,1002.9
Christchurch Kyle St Ews,20130115,0500,1003.3
Christchurch Kyle St Ews,20130115,0600,1003.8
Christchurch Kyle St Ews,20130115,0700,1003.7
Christchurch Kyle St Ews,20130115,0800,1003.4
Christchurch Kyle St Ews,20130115,0900,1003.9
Christchurch Kyle St Ews,20130115,1000,1004.0
Christchurch Kyle St Ews,20130115,1100,1004.1
Christchurch Kyle St Ews,20130115,1200,1004.7
Christchurch Kyle St Ews,20130115,1300,1004.9
Christchurch Kyle St Ews,20130115,1400,1004.7
Christchurch Kyle St Ews,20130115,1500,1004.4
Christchurch Kyle St Ews,20130115,1600,1004.7
Christchurch Kyle St Ews,20130115,1700,1005.1
Christchurch Kyle St Ews,20130115,1800,1005.4
Christchurch Kyle St Ews,20130115,1900,1006.1
Christchurch Kyle St Ews,20130115,2000,1006.5
Christchurch Kyle St Ews,20130115,2100,1006.9
Christchurch Kyle St Ews,20130115,2200,1006.7
Christchurch Kyle St Ews,20130115,2300,1006.6
Christchurch Kyle St Ews,20130116,0000,1006.3
Christchurch Kyle St Ews,20130116,0100,1005.6
Christchurch Kyle St Ews,20130116,0200,1005.1
Christchurch Kyle St Ews,20130116,0300,1005.0
Christchurch Kyle St Ews,20130116,0400,1005.0
Christchurch Kyle St Ews,20130116,0500,1004.6
Christchurch Kyle St Ews,20130116,0600,1004.6
Christchurch Kyle St Ews,20130116,0700,1004.1
Christchurch Kyle St Ews,20130116,0800,1003.9
Christchurch Kyle St Ews,20130116,0900,1003.2
Christchurch Kyle St Ews,20130116,1000,1002.2
Christchurch Kyle St Ews,20130116,1100,1001.5
Christchurch Kyle St Ews,20130116,1200,1001.1
Christchurch Kyle St Ews,20130116,1300,1000.4
Christchurch Kyle St Ews,20130116,1400,1000.4
Christchurch Kyle St Ews,20130116,1500,999.9
Christchurch Kyle St Ews,20130116,1600,999.6
Christchurch Kyle St Ews,20130116,1700,998.9
Christchurch Kyle St Ews,20130116,1800,998.3
Christchurch Kyle St Ews,20130116,1900,997.8
Christchurch Kyle St Ews,20130116,2000,997.7
Christchurch Kyle St Ews,20130116,2100,997.8
Christchurch Kyle St Ews,20130116,2200,997.7
Christchurch Kyle St Ews,20130116,2300,996.9
Christchurch Kyle St Ews,20130117,0000,996.3
Christchurch Kyle St Ews,20130117,0100,995.5
Christchurch Kyle St Ews,20130117,0200,994.4
Christchurch Kyle St Ews,20130117,0300,993.5
Christchurch Kyle St Ews,20130117,0400,993.3
Christchurch Kyle St Ews,20130117,0500,993.6
Christchurch Kyle St Ews,20130117,0600,994.1
Christchurch Kyle St Ews,20130117,0700,994.3
Christchurch Kyle St Ews,20130117,0800,994.9
Christchurch Kyle St Ews,20130117,0900,996.3
Christchurch Kyle St Ews,20130117,1000,996.5
Christchurch Kyle St Ews,20130117,1100,996.8
Christchurch Kyle St Ews,20130117,1200,996.6
Christchurch Kyle St Ews,20130117,1300,996.2
Christchurch Kyle St Ews,20130117,1400,996.1
Christchurch Kyle St Ews,20130117,1500,996.5
Christchurch Kyle St Ews,20130117,1600,997.3
Christchurch Kyle St Ews,20130117,1700,997.7
Christchurch Kyle St Ews,20130117,1800,998.1
Christchurch Kyle St Ews,20130117,1900,999.2
Christchurch Kyle St Ews,20130117,2000,1000.3
Christchurch Kyle St Ews,20130117,2100,1001.1
Christchurch Kyle St Ews,20130117,2200,1001.5
Christchurch Kyle St Ews,20130117,2300,1001.5
Christchurch Kyle St Ews,20130118,0000,1002.0
Christchurch Kyle St Ews,20130118,0100,1002.0
Christchurch Kyle St Ews,20130118,0200,1001.7
Christchurch Kyle St Ews,20130118,0300,1001.9
Christchurch Kyle St Ews,20130118,0400,1002.1
Christchurch Kyle St Ews,20130118,0500,1002.8
Christchurch Kyle St Ews,20130118,0600,1003.6
Christchurch Kyle St Ews,20130118,0700,1004.5
Christchurch Kyle St Ews,20130118,0800,1004.7
Christchurch Kyle St Ews,20130118,0900,1005.2
Christchurch Kyle St Ews,20130118,1000,1005.2
Christchurch Kyle St Ews,20130118,1100,1005.5
Christchurch Kyle St Ews,20130118,1200,1005.4
Christchurch Kyle St Ews,20130118,1300,1005.1
Christchurch Kyle St Ews,20130118,1400,1004.9
Christchurch Kyle St Ews,20130118,1500,1004.7
Christchurch Kyle St Ews,20130118,1600,1004.5
Christchurch Kyle St Ews,20130118,1700,1004.2
Christchurch Kyle St Ews,20130118,1800,1004.4
Christchurch Kyle St Ews,20130118,1900,1004.7
Christchurch Kyle St Ews,20130118,2000,1005.0
Christchurch Kyle St Ews,20130118,2100,1005.4
Christchurch Kyle St Ews,20130118,2200,1005.3
Christchurch Kyle St Ews,20130118,2300,1005.0
Christchurch Kyle St Ews,20130119,0000,1004.0
Christchurch Kyle St Ews,20130119,0100,1003.0
Christchurch Kyle St Ews,20130119,0200,1000.9
Christchurch Kyle St Ews,20130119,0300,998.7
Christchurch Kyle St Ews,20130119,0400,997.8
Christchurch Kyle St Ews,20130119,0500,997.6
Christchurch Kyle St Ews,20130119,0600,997.8
Christchurch Kyle St Ews,20130119,0700,997.5
Christchurch Kyle St Ews,20130119,0800,997.3
Christchurch Kyle St Ews,20130119,0900,996.5
Christchurch Kyle St Ews,20130119,1000,996.2
Christchurch Kyle St Ews,20130119,1100,995.1
Christchurch Kyle St Ews,20130119,1200,994.6
Christchurch Kyle St Ews,20130119,1300,993.7
Christchurch Kyle St Ews,20130119,1400,993.0
Christchurch Kyle St Ews,20130119,1500,992.8
Christchurch Kyle St Ews,20130119,1600,992.4
Christchurch Kyle St Ews,20130119,1700,992.3
Christchurch Kyle St Ews,20130119,1800,995.3
Christchurch Kyle St Ews,20130119,1900,997.2
Christchurch Kyle St Ews,20130119,2000,998.2
Christchurch Kyle St Ews,20130119,2100,999.8
Christchurch Kyle St Ews,20130119,2200,1000.9
Christchurch Kyle St Ews,20130119,2300,1001.5
Christchurch Kyle St Ews,20130120,0000,1002.1
Christchurch Kyle St Ews,20130120,0100,1001.8
Christchurch Kyle St Ews,20130120,0200,1001.6
Christchurch Kyle St Ews,20130120,0300,1001.3
Christchurch Kyle St Ews,20130120,0400,1002.0
Christchurch Kyle St Ews,20130120,0500,1002.4
Christchurch Kyle St Ews,20130120,0600,1003.2
Christchurch Kyle St Ews,20130120,0700,1003.7
Christchurch Kyle St Ews,20130120,0800,1003.7
Christchurch Kyle St Ews,20130120,0900,1003.6
Christchurch Kyle St Ews,20130120,1000,1002.8
Christchurch Kyle St Ews,20130120,1100,1002.7
Christchurch Kyle St Ews,20130120,1200,1002.4
Christchurch Kyle St Ews,20130120,1300,1001.8
Christchurch Kyle St Ews,20130120,1400,1001.2
Christchurch Kyle St Ews,20130120,1500,1000.9
Christchurch Kyle St Ews,20130120,1600,1000.8
Christchurch Kyle St Ews,20130120,1700,1000.3
Christchurch Kyle St Ews,20130120,1800,1000.8
Christchurch Kyle St Ews,20130120,1900,1002.2
Christchurch Kyle St Ews,20130120,2000,1003.9
Christchurch Kyle St Ews,20130120,2100,1005.4
Christchurch Kyle St Ews,20130120,2200,1006.7
Christchurch Kyle St Ews,20130120,2300,1007.4
Christchurch Kyle St Ews,20130121,0000,1008.2
Christchurch Kyle St Ews,20130121,0100,1008.8
Christchurch Kyle St Ews,20130121,0200,1009.2
Christchurch Kyle St Ews,20130121,0300,1009.5
Christchurch Kyle St Ews,20130121,0400,1010.1
Christchurch Kyle St Ews,20130121,0500,1011.1
Christchurch Kyle St Ews,20130121,0600,1012.4
Christchurch Kyle St Ews,20130121,0700,1013.6
Christchurch Kyle St Ews,20130121,0800,1014.5
Christchurch Kyle St Ews,20130121,0900,1015.0
Christchurch Kyle St Ews,20130121,1000,1015.2
Christchurch Kyle St Ews,20130121,1100,1015.2
Christchurch Kyle St Ews,20130121,1200,1015.4
Christchurch Kyle St Ews,20130121,1300,1015.4
Christchurch Kyle St Ews,20130121,1400,1015.4
Christchurch Kyle St Ews,20130121,1500,1015.5
Christchurch Kyle St Ews,20130121,1600,1015.5
Christchurch Kyle St Ews,20130121,1700,1015.8
Christchurch Kyle St Ews,20130121,1800,1016.1
Christchurch Kyle St Ews,20130121,1900,1016.7
Christchurch Kyle St Ews,20130121,2000,1017.5
Christchurch Kyle St Ews,20130121,2100,1018.7
Christchurch Kyle St Ews,20130121,2200,1019.1
Christchurch Kyle St Ews,20130121,2300,1019.2
Christchurch Kyle St Ews,20130122,0000,1019.4
Christchurch Kyle St Ews,20130122,0100,1019.2
Christchurch Kyle St Ews,20130122,0200,1018.8
Christchurch Kyle St Ews,20130122,0300,1018.3
Christchurch Kyle St Ews,20130122,0400,1018.1
Christchurch Kyle St Ews,20130122,0500,1018.5
Christchurch Kyle St Ews,20130122,0600,1018.9
Christchurch Kyle St Ews,20130122,0700,1019.3
Christchurch Kyle St Ews,20130122,0800,1019.4
Christchurch Kyle St Ews,20130122,0900,1019.4
Christchurch Kyle St Ews,20130122,1000,1019.3
Christchurch Kyle St Ews,20130122,1100,1019.0
Christchurch Kyle St Ews,20130122,1200,1018.4
Christchurch Kyle St Ews,20130122,1300,1017.9
Christchurch Kyle St Ews,20130122,1400,1017.4
Christchurch Kyle St Ews,20130122,1500,1016.9
Christchurch Kyle St Ews,20130122,1600,1016.3
Christchurch Kyle St Ews,20130122,1700,1015.9
Christchurch Kyle St Ews,20130122,1800,1015.6
Christchurch Kyle St Ews,20130122,1900,1015.8
Christchurch Kyle St Ews,20130122,2000,1016.0
Christchurch Kyle St Ews,20130122,2100,1016.4
Christchurch Kyle St Ews,20130122,2200,1016.4
Christchurch Kyle St Ews,20130122,2300,1016.0
Christchurch Kyle St Ews,20130123,0000,1015.8
Christchurch Kyle St Ews,20130123,0100,1015.3
Christchurch Kyle St Ews,20130123,0200,1015.2
Christchurch Kyle St Ews,20130123,0300,1015.0
Christchurch Kyle St Ews,20130123,0400,1015.0
Christchurch Kyle St Ews,20130123,0500,1015.2
Christchurch Kyle St Ews,20130123,0600,1015.3
Christchurch Kyle St Ews,20130123,0700,1015.2
Christchurch Kyle St Ews,20130123,0800,1015.1
Christchurch Kyle St Ews,20130123,0900,1014.4
Christchurch Kyle St Ews,20130123,1000,1013.6
Christchurch Kyle St Ews,20130123,1100,1012.8
Christchurch Kyle St Ews,20130123,1200,1012.0
Christchurch Kyle St Ews,20130123,1300,1011.3
Christchurch Kyle St Ews,20130123,1400,1011.0
